"GEOID","NAME","total_popE","whiteE","blackE","asianE","hispanicE","year"
"1736190","Hopkins Park village, Illinois",606,22,456,0,93,2022
"1736347","Hoyleton village, Illinois",473,395,24,2,43,2022
"1736438","Hudson village, Illinois",2225,2129,3,21,58,2022
"1736477","Huey village, Illinois",133,130,0,0,0,2022
"1736516","Hull village, Illinois",460,433,0,0,12,2022
"1736542","Humboldt village, Illinois",400,368,1,0,27,2022
"1736568","Hume village, Illinois",466,425,0,0,34,2022
"1736750","Huntley village, Illinois",27652,21630,1471,1349,2553,2022
"1736815","Hurst city, Illinois",769,665,6,10,24,2022
"1736841","Hutsonville village, Illinois",619,594,8,1,7,2022
"1737062","Illinois City CDP, Illinois",37,37,0,0,0,2022
"1737127","Illiopolis village, Illinois",822,783,4,3,13,2022
"1737179","Ina village, Illinois",1754,1075,400,0,137,2022
"1737218","Indian Creek village, Illinois",664,329,25,232,59,2022
"1737257","Indian Head Park village, Illinois",4022,3336,56,0,614,2022
"1737348","Indianola village, Illinois",197,182,0,1,10,2022
"1737439","Industry village, Illinois",571,556,0,1,4,2022
"1737465","Ingalls Park CDP, Illinois",3102,1433,403,10,1059,2022
"1737608","Inverness village, Illinois",7722,5724,98,1623,85,2022
"1737621","Iola village, Illinois",58,55,0,0,2,2022
"1737647","Ipava village, Illinois",452,439,0,2,4,2022
"1737712","Iroquois village, Illinois",244,181,15,0,0,2022
"1737738","Irving village, Illinois",431,400,2,0,13,2022
"1737777","Irvington village, Illinois",545,469,4,0,40,2022
"1737803","Irwin village, Illinois",47,44,0,0,3,2022
"1737894","Island Lake village, Illinois",8039,6137,0,225,1536,2022
"1737907","Itasca village, Illinois",9627,6309,109,1475,1119,2022
"1737933","Iuka village, Illinois",468,466,0,1,0,2022
"1737998","Ivesdale village, Illinois",238,237,0,0,0,2022
"1738115","Jacksonville city, Illinois",17639,14466,1436,160,638,2022
"1738232","Janesville CDP, Illinois",44,44,0,0,0,2022
"1738323","Jeffersonville village, Illinois",256,244,0,2,9,2022
"1738349","Jeisyville village, Illinois",92,89,0,1,0,2022
"1738375","Jerome village, Illinois",2194,1729,205,35,92,2022
"1738414","Jerseyville city, Illinois",7623,7266,14,63,107,2022
"1738427","Jewett village, Illinois",261,239,0,0,0,2022
"1738479","Johnsburg village, Illinois",6387,5729,12,81,398,2022
"1738531","Johnsonville village, Illinois",50,50,0,0,0,2022
"1738544","Johnston City city, Illinois",3377,3115,0,124,42,2022
"1738570","Joliet city, Illinois",150221,66519,25331,2859,50388,2022
"1738635","Jonesboro city, Illinois",1817,1659,12,0,34,2022
"1738674","Joppa village, Illinois",333,314,12,0,0,2022
"1738726","Joslin CDP, Illinois",59,45,0,0,0,2022
"1738739","Joy village, Illinois",374,361,0,0,2,2022
"1738778","Junction village, Illinois",59,59,0,0,0,2022
"1738791","Junction City village, Illinois",670,597,1,0,31,2022
"1738830","Justice village, Illinois",12525,6647,2673,347,2485,2022
"1738856","Kampsville village, Illinois",258,254,2,1,1,2022
"1738869","Kane village, Illinois",227,209,3,1,2,2022
"1738895","Kaneville village, Illinois",571,530,3,6,20,2022
"1738921","Kangley village, Illinois",234,223,10,0,0,2022
"1738934","Kankakee city, Illinois",24795,8711,10201,242,5134,2022
"1738986","Kansas village, Illinois",732,712,15,0,0,2022
"1739038","Kappa village, Illinois",198,187,0,1,4,2022
"1739077","Karnak village, Illinois",439,395,25,0,0,2022
"1739129","Kaskaskia village, Illinois",36,33,0,3,0,2022
"1739233","Keenes village, Illinois",60,57,0,0,0,2022
"1739259","Keensburg village, Illinois",151,132,0,6,8,2022
"1739298","Keithsburg city, Illinois",570,560,0,0,2,2022
"1739324","Kell village, Illinois",180,176,2,0,0,2022
"1739441","Kempton village, Illinois",280,273,4,0,0,2022
"1739519","Kenilworth village, Illinois",2537,2137,0,72,129,2022
"1739532","Kenney village, Illinois",369,362,5,0,1,2022
"1739727","Kewanee city, Illinois",12179,9555,866,16,1361,2022
"1739753","Keyesport village, Illinois",613,588,0,8,0,2022
"1739857","Kilbourne village, Illinois",290,286,0,0,0,2022
"1739883","Kildeer village, Illinois",4133,3114,0,796,138,2022
"1739909","Kincaid village, Illinois",1146,1107,0,0,36,2022
"1739922","Kinderhook village, Illinois",266,260,0,1,0,2022
"1739987","Kings CDP, Illinois",347,123,0,0,215,2022
"1740052","Kingston CDP, Illinois",118,118,0,0,0,2022
"1740065","Kingston village, Illinois",1361,1047,26,0,194,2022
"1740091","Kingston Mines village, Illinois",194,184,0,0,10,2022
"1740117","Kinmundy city, Illinois",874,843,0,2,15,2022
"1740143","Kinsman village, Illinois",68,59,0,0,9,2022
"1740156","Kirkland village, Illinois",1493,1335,7,0,93,2022
"1740182","Kirkwood village, Illinois",735,713,0,0,18,2022
"1740364","Knollwood CDP, Illinois",1763,1351,80,18,300,2022
"1740416","Knoxville city, Illinois",3318,3130,8,12,70,2022
"1740520","La Clede CDP, Illinois",172,57,0,0,0,2022
"1740559","Lacon city, Illinois",1753,1689,6,1,46,2022
"1740598","Ladd village, Illinois",1314,1135,0,0,163,2022
"1740676","La Fayette village, Illinois",155,116,3,0,10,2022
"1740767","La Grange village, Illinois",16128,13050,544,136,1818,2022
"1740793","La Grange Park village, Illinois",13332,10433,262,373,1976,2022
"1740832","La Harpe city, Illinois",1179,1091,0,0,43,2022
"1740884","Lake Barrington village, Illinois",5377,4865,11,202,71,2022
"1740910","Lake Bluff village, Illinois",5919,4921,0,422,441,2022
"1740962","Lake Camelot CDP, Illinois",1565,1243,0,0,0,2022
"1740980","Lake Carroll CDP, Illinois",758,748,7,0,0,2022
"1740988","Lake Catherine CDP, Illinois",1311,1191,8,16,30,2022
"1741040","Lake City CDP, Illinois",39,25,14,0,0,2022
"1741105","Lake Forest city, Illinois",19436,16096,184,1252,925,2022
"1741157","Lake Holiday CDP, Illinois",5485,5164,102,27,95,2022
"1741183","Lake in the Hills village, Illinois",28958,20885,799,2040,4529,2022
"1741214","Lake Ka-Ho village, Illinois",281,276,0,0,0,2022
"1741326","Lakemoor village, Illinois",6128,5056,36,409,580,2022
"1741346","Lake of the Woods CDP, Illinois",2350,2307,0,0,43,2022
"1741404","Lake Petersburg CDP, Illinois",763,714,0,17,24,2022
"1741456","Lake Summerset CDP, Illinois",2115,1950,23,4,138,2022
"1741586","Lake Villa village, Illinois",8701,6049,531,698,1060,2022
"1741651","Lakewood village, Illinois",4698,4001,60,203,295,2022
"1741677","Lakewood CDP, Illinois",19,19,0,0,0,2022
"1741716","Lakewood Shores CDP, Illinois",550,489,28,26,0,2022
"1741742","Lake Zurich village, Illinois",19749,16456,105,1865,630,2022
"1741794","La Moille village, Illinois",778,725,4,0,22,2022
"1741859","Lanark city, Illinois",1553,1448,35,0,43,2022
"1741950","Lane CDP, Illinois",129,88,1,0,0,2022
"1742002","Langleyville CDP, Illinois",342,342,0,0,0,2022
"1742028","Lansing village, Illinois",28713,7986,13560,659,5562,2022
"1742067","LaPlace CDP, Illinois",149,149,0,0,0,2022
"1742080","La Prairie village, Illinois",51,50,0,0,0,2022
"1742171","La Rose village, Illinois",109,109,0,0,0,2022
"1742184","LaSalle city, Illinois",9562,6939,470,62,1901,2022
"1742249","Latham village, Illinois",450,360,0,4,0,2022
"1742392","Lawrence CDP, Illinois",201,199,0,0,2,2022
"1742405","Lawrenceville city, Illinois",4210,3556,202,56,21,2022
"1742457","Leaf River village, Illinois",437,406,7,2,7,2022
"1742496","Lebanon city, Illinois",4683,3802,606,32,87,2022
"1742587","Lee village, Illinois",325,265,13,0,37,2022
"1742600","Lee Center CDP, Illinois",0,0,0,0,0,2022
"1742756","Leland village, Illinois",1156,1066,0,0,62,2022
"1742769","Leland Grove city, Illinois",1478,1400,0,32,33,2022
"1742795","Lemont village, Illinois",17558,15446,255,285,1222,2022
"1742834","Lena village, Illinois",2811,2673,68,0,43,2022
"1742860","Lenzburg village, Illinois",445,435,1,0,0,2022
"1742912","Leonore village, Illinois",132,127,0,0,2,2022
"1742938","Lerna village, Illinois",220,213,0,0,1,2022
"1742971","Le Roy city, Illinois",3223,3175,17,0,0,2022
"1743055","Lewistown city, Illinois",1938,1801,14,73,29,2022
"1743094","Lexington city, Illinois",2108,1998,9,2,81,2022
"1743133","Liberty village, Illinois",401,395,0,0,0,2022
"1743250","Libertyville village, Illinois",20555,16933,165,1347,1493,2022
"1743406","Lily Lake village, Illinois",1390,1314,19,0,41,2022
"1743445","Lima village, Illinois",180,176,0,0,0,2022
"1743510","Limestone village, Illinois",1479,1429,0,0,39,2022
"1743536","Lincoln city, Illinois",13371,11662,636,52,396,2022
"1743666","Lincolnshire village, Illinois",7907,5933,56,1614,135,2022
"1743744","Lincolnwood village, Illinois",13268,8208,466,3046,1249,2022
"1743770","Lindenhurst village, Illinois",14403,11125,413,869,1656,2022
"1743900","Lisbon village, Illinois",272,244,0,0,10,2022
"1743939","Lisle village, Illinois",23499,16263,957,3976,1540,2022
"1743965","Litchfield city, Illinois",6937,6690,45,24,19,2022
"1743978","Literberry CDP, Illinois",97,97,0,0,0,2022
"1744056","Littleton village, Illinois",101,99,0,0,2,2022
"1744082","Little York village, Illinois",402,389,0,0,0,2022
"1744121","Liverpool village, Illinois",111,110,0,0,1,2022
"1744160","Livingston village, Illinois",770,665,0,1,5,2022
"1744173","Loami village, Illinois",1035,943,4,2,61,2022
"1744225","Lockport city, Illinois",26119,21927,386,381,2601,2022
"1744244","Lockport Heights CDP, Illinois",841,678,0,0,130,2022
"1744264","Loda village, Illinois",287,270,0,0,8,2022
"1744381","Lomax village, Illinois",372,322,0,0,47,2022
"1744407","Lombard village, Illinois",44055,30224,2114,5261,4698,2022
"1744446","London Mills village, Illinois",376,372,0,0,2,2022
"1744498","Long Creek village, Illinois",1318,1272,0,0,5,2022
"1744524","Long Grove village, Illinois",8279,6068,209,1022,550,2022
"1744550","Long Lake CDP, Illinois",2939,1795,24,23,1072,2022
"1744576","Long Point village, Illinois",217,205,0,0,6,2022
"1744602","Longview village, Illinois",82,77,0,0,0,2022
"1744719","Loraine village, Illinois",350,333,10,0,4,2022
"1744784","Lorenzo CDP, Illinois",60,60,0,0,0,2022
"1744823","Lostant village, Illinois",401,387,0,0,10,2022
"1744836","Lost Nation CDP, Illinois",728,728,0,0,0,2022
"1744927","Louisville village, Illinois",1183,1131,35,1,16,2022
"1745031","Loves Park city, Illinois",22935,16958,1505,711,2228,2022
"1745044","Lovington village, Illinois",1093,993,11,0,43,2022
"1745109","Lowpoint CDP, Illinois",156,148,0,0,8,2022
"1745174","Ludlow village, Illinois",338,285,2,0,37,2022
"1745278","Lyndon village, Illinois",561,452,5,1,95,2022
"1745343","Lynn Center CDP, Illinois",24,24,0,0,0,2022
"1745369","Lynnville village, Illinois",129,111,0,0,18,2022
"1745421","Lynwood village, Illinois",9087,1068,6416,21,781,2022
"1745434","Lyons village, Illinois",10687,4281,329,141,5849,2022
"1745525","McClure village, Illinois",274,273,0,0,0,2022
"1745564","McCook village, Illinois",299,145,9,6,134,2022
"1745616","McCullom Lake village, Illinois",955,796,0,3,143,2022
"1745642","Macedonia village, Illinois",21,19,0,0,0,2022
"1745694","McHenry city, Illinois",27493,21761,178,418,4453,2022
"1745726","Machesney Park village, Illinois",22840,18780,878,505,1792,2022
"1745785","Mackinaw village, Illinois",1942,1884,2,0,38,2022
"1745811","McLean village, Illinois",777,696,1,2,48,2022
"1745824","McLeansboro city, Illinois",2794,2548,8,25,90,2022
"1745850","McNabb village, Illinois",231,189,0,0,37,2022
"1745889","Macomb city, Illinois",15207,12292,1277,526,693,2022
"1745941","Macon city, Illinois",1080,1022,17,0,11,2022
"1745993","Madison city, Illinois",2677,1223,1243,0,130,2022
"1746058","Maeystown village, Illinois",85,85,0,0,0,2022
"1746110","Magnolia village, Illinois",224,219,0,0,0,2022
"1746136","Mahomet village, Illinois",9545,8710,58,137,279,2022
"1746214","Makanda village, Illinois",500,419,6,63,4,2022
"1746240","Malden village, Illinois",393,355,0,0,33,2022
"1746279","Malta village, Illinois",1535,1209,47,5,225,2022
"1746331","Manchester village, Illinois",185,183,0,0,0,2022
"1746357","Manhattan village, Illinois",9590,8384,192,14,510,2022
"1746383","Manito village, Illinois",1719,1622,18,5,61,2022
"1746422","Manlius village, Illinois",253,239,2,0,10,2022
"1746487","Mansfield village, Illinois",910,873,0,0,28,2022
"1746500","Manteno village, Illinois",8632,7783,196,6,509,2022
"1746604","Maple Park village, Illinois",1635,1432,0,7,134,2022
"1746643","Mapleton village, Illinois",299,293,0,0,1,2022
"1746695","Maquon village, Illinois",202,201,0,0,1,2022
"1746734","Marcelline CDP, Illinois",35,35,0,0,0,2022
"1746786","Marengo city, Illinois",7471,6169,69,0,1179,2022
"1746825","Marietta village, Illinois",81,81,0,0,0,2022
"1746864","Marine village, Illinois",1264,1138,0,8,53,2022
"1746916","Marion city, Illinois",16867,14382,817,429,486,2022
"1746955","Marissa village, Illinois",1200,1018,0,0,38,2022
"1746981","Mark village, Illinois",531,501,0,0,30,2022
"1747007","Markham city, Illinois",11592,1471,8508,70,1283,2022
"1747046","Marley CDP, Illinois",35,14,0,21,0,2022
"1747072","Maroa city, Illinois",1781,1321,66,81,96,2022
"1747111","Marquette Heights city, Illinois",2672,2486,12,0,139,2022
"1747150","Marseilles city, Illinois",4154,3682,14,116,243,2022
"1747163","Marshall city, Illinois",3939,3810,23,2,25,2022
"1747254","Martinsville city, Illinois",1373,1306,0,21,7,2022
"1747280","Martinton village, Illinois",336,300,0,3,32,2022
"1747397","Maryville village, Illinois",8219,7010,529,237,233,2022
"1747423","Mascoutah city, Illinois",8762,6953,255,238,666,2022
"1747449","Mason town, Illinois",371,349,0,9,6,2022
"1747475","Mason City city, Illinois",2260,2147,29,0,34,2022
"1747527","Matherville village, Illinois",794,732,5,0,47,2022
"1747540","Matteson village, Illinois",18898,2236,15132,577,330,2022
"1747553","Mattoon city, Illinois",16830,15580,341,21,410,2022
"1747592","Maunie village, Illinois",124,124,0,0,0,2022
"1747774","Maywood village, Illinois",23385,1324,14072,239,7130,2022
"1747787","Mazon village, Illinois",1315,1225,0,0,84,2022
"1748021","Mechanicsburg village, Illinois",775,696,0,0,19,2022
"1748073","Media village, Illinois",113,113,0,0,0,2022
"1748138","Medora village, Illinois",300,277,0,0,16,2022
"1748242","Melrose Park village, Illinois",25177,4088,969,95,19882,2022
"1748268","Melvin village, Illinois",446,415,0,0,1,2022
"1748307","Mendon village, Illinois",1131,1115,0,0,3,2022
"1748333","Mendota city, Illinois",6961,5063,44,121,1575,2022
"1748359","Menominee village, Illinois",356,290,2,2,61,2022
"1748424","Meredosia village, Illinois",919,885,0,0,3,2022
"1748554","Merrionette Park village, Illinois",2014,1341,169,0,472,2022
"1748567","Merritt CDP, Illinois",17,17,0,0,0,2022
"1748606","Metamora village, Illinois",4065,3922,2,62,1,2022
"1748632","Metcalf village, Illinois",202,198,0,0,0,2022
"1748645","Metropolis city, Illinois",5963,5163,346,40,228,2022
"1748671","Mettawa village, Illinois",601,532,15,17,30,2022
"1748684","Meyer CDP, Illinois",19,19,0,0,0,2022
"1748853","Middletown village, Illinois",254,237,0,0,0,2022
"1748892","Midlothian village, Illinois",14200,6573,1357,688,4808,2022
"1749009","Milan village, Illinois",5066,4339,120,56,395,2022
"1749048","Milford village, Illinois",1246,1161,6,0,59,2022
"1749100","Millbrook village, Illinois",314,309,0,0,2,2022
"1749178","Mill Creek village, Illinois",45,41,0,0,4,2022
"1749191","Milledgeville village, Illinois",1148,1109,1,0,31,2022
"1749243","Millersburg CDP, Illinois",62,62,0,0,0,2022
"1749308","Millington village, Illinois",555,535,11,0,6,2022
"1749347","Mill Shoals village, Illinois",167,167,0,0,0,2022
"1749386","Millstadt village, Illinois",4035,3859,0,0,27,2022
"1749477","Milton village, Illinois",215,202,0,0,5,2022
"1749516","Mineral village, Illinois",168,164,4,0,0,2022
"1749555","Minier village, Illinois",1063,997,8,0,16,2022
"1749568","Minonk city, Illinois",1966,1923,0,11,19,2022
"1749607","Minooka village, Illinois",12606,10084,600,71,1715,2022
"1749698","Mitchell CDP, Illinois",942,841,5,0,87,2022
"1749802","Modesto village, Illinois",183,181,0,0,1,2022
"1749854","Mokena village, Illinois",19886,17979,277,215,935,2022
"1749867","Moline city, Illinois",42452,28588,3959,967,7368,2022
"1749893","Momence city, Illinois",3033,1964,65,40,683,2022
"1749945","Monee village, Illinois",5120,2419,1436,126,971,2022
"1750010","Monmouth city, Illinois",8764,6063,573,240,1593,2022
"1750062","Monroe Center village, Illinois",460,451,0,0,9,2022
"1750218","Montgomery village, Illinois",20644,12411,981,233,6664,2022
"1750244","Monticello city, Illinois",6337,6085,84,1,105,2022
"1750283","Montrose village, Illinois",232,210,1,0,16,2022
"1750452","Moro CDP, Illinois",420,420,0,0,0,2022
"1750491","Morris city, Illinois",14491,12206,190,47,1289,2022
"1750530","Morrison city, Illinois",3925,3782,29,15,81,2022
"1750543","Morrisonville village, Illinois",935,851,0,5,24,2022
"1750621","Morton village, Illinois",16601,15130,159,425,324,2022
"1750647","Morton Grove village, Illinois",24910,13585,381,8352,1696,2022
"1750699","Mossville CDP, Illinois",220,205,0,0,15,2022
"1750751","Mound City city, Illinois",798,418,345,8,0,2022
"1750777","Mounds city, Illinois",831,59,748,0,4,2022
"1750790","Mound Station village, Illinois",162,156,0,0,6,2022
"1750829","Mount Auburn village, Illinois",528,464,0,1,0,2022
"1750868","Mount Carmel city, Illinois",6978,6239,109,103,280,2022
"1750881","Mount Carroll city, Illinois",1560,1435,14,26,64,2022
"1750920","Mount Clare village, Illinois",341,320,10,0,0,2022
"1750933","Mount Erie village, Illinois",135,130,0,0,4,2022
"1750998","Mount Morris village, Illinois",2853,2662,48,7,100,2022
"1751024","Mount Olive city, Illinois",2144,2056,9,59,10,2022
"1751089","Mount Prospect village, Illinois",56191,35964,1594,7712,8962,2022
"1751128","Mount Pulaski city, Illinois",1636,1583,0,0,48,2022
"1751154","Mount Sterling city, Illinois",2177,1978,21,0,166,2022
"1751180","Mount Vernon city, Illinois",14740,11159,1853,168,662,2022
"1751206","Mount Zion village, Illinois",6255,5808,163,150,64,2022
"1751232","Moweaqua village, Illinois",1947,1860,0,1,54,2022
"1751271","Muddy village, Illinois",45,45,0,0,0,2022
"1751284","Mulberry Grove village, Illinois",727,668,0,0,30,2022
"1751310","Mulkeytown CDP, Illinois",79,79,0,0,0,2022
"1751336","Muncie village, Illinois",146,142,0,0,0,2022
"1751349","Mundelein village, Illinois",31583,16324,740,3263,10539,2022
"1751453","Murphysboro city, Illinois",7101,5017,1059,24,624,2022
"1751479","Murrayville village, Illinois",664,612,24,0,3,2022
"1751544","Nachusa CDP, Illinois",138,116,1,0,4,2022
"1751622","Naperville city, Illinois",149089,94878,6798,31284,10264,2022
"1751648","Naplate village, Illinois",477,397,0,0,52,2022
"1751661","Naples town, Illinois",145,124,0,0,7,2022
"1751700","Nashville city, Illinois",3025,2943,30,6,5,2022
"1751726","Nason city, Illinois",246,244,0,0,0,2022
"1751791","Nauvoo city, Illinois",861,837,11,4,8,2022
"1751882","Nebo village, Illinois",355,343,0,0,9,2022
"1751934","Nekoma CDP, Illinois",52,44,8,0,0,2022
"1751947","Nelson village, Illinois",136,132,0,0,4,2022
"1751986","Neoga city, Illinois",1263,1242,0,0,18,2022
"1751999","Neponset village, Illinois",415,393,3,3,9,2022
"1752103","Newark village, Illinois",1156,1045,1,5,82,2022
"1752116","New Athens village, Illinois",1951,1783,0,5,26,2022
"1752142","New Baden village, Illinois",3444,2950,110,25,323,2022
"1752155","New Bedford village, Illinois",47,46,0,0,1,2022
"1752168","New Berlin village, Illinois",1247,1212,17,0,8,2022
"1752220","New Boston city, Illinois",579,562,0,6,3,2022
"1752285","New Burnside village, Illinois",162,127,0,0,0,2022
"1752311","New Canton town, Illinois",228,220,0,0,5,2022
"1752415","New Douglas village, Illinois",329,298,0,0,8,2022
"1752467","New Grand Chain village, Illinois",140,107,7,3,6,2022
"1752506","New Haven village, Illinois",485,445,0,0,6,2022
"1752545","New Holland village, Illinois",238,226,0,0,0,2022
"1752584","New Lenox village, Illinois",27242,24601,184,190,1374,2022
"1752623","Newman city, Illinois",780,738,18,0,13,2022
"1752701","New Milford village, Illinois",1272,925,52,80,187,2022
"1752714","New Minden village, Illinois",227,218,0,0,0,2022
"1752805","New Salem village, Illinois",210,206,0,0,0,2022
"1752844","Newton city, Illinois",2957,2862,10,0,32,2022
"1752961","Niantic village, Illinois",748,607,0,0,69,2022
"1753000","Niles village, Illinois",30637,19119,621,6557,3689,2022
"1753039","Nilwood town, Illinois",150,146,0,0,0,2022
"1753078","Niota CDP, Illinois",13,13,0,0,0,2022
"1753143","Noble village, Illinois",649,626,3,0,0,2022
"1753169","Nokomis city, Illinois",2203,2151,3,20,8,2022
"1753195","Nora village, Illinois",176,167,0,0,2,2022
"1753234","Normal town, Illinois",52920,39828,6684,2071,3190,2022
"1753377","Norridge village, Illinois",15291,12097,135,853,1888,2022
"1753390","Norris village, Illinois",259,256,0,1,0,2022
"1753403","Norris City village, Illinois",1352,1321,10,5,0,2022
"1753442","North Aurora village, Illinois",17750,12723,1472,571,2672,2022
"1753455","North Barrington village, Illinois",3119,2558,26,261,106,2022
"1753481","Northbrook village, Illinois",34950,26286,843,5703,1472,2022
"1753559","North Chicago city, Illinois",30890,9120,7526,1600,11095,2022
"1753585","North City village, Illinois",697,666,1,4,1,2022
"1753663","Northfield village, Illinois",5707,4740,12,501,338,2022
"1753793","North Henderson village, Illinois",199,199,0,0,0,2022
"1753871","Northlake city, Illinois",12683,3819,523,367,7712,2022
"1754092","North Pekin village, Illinois",1622,1551,17,33,2,2022
"1754144","North Riverside village, Illinois",7245,4917,691,89,1383,2022
"1754222","North Utica village, Illinois",1136,1044,0,0,49,2022
"1754404","Norwood village, Illinois",489,389,8,2,0,2022
"1754534","Oak Brook village, Illinois",8065,4943,88,2371,392,2022
"1754560","Oakbrook Terrace city, Illinois",2695,1503,563,343,230,2022
"1754586","Oakdale village, Illinois",295,275,0,0,15,2022
"1754625","Oakford village, Illinois",223,223,0,0,0,2022
"1754638","Oak Forest city, Illinois",27199,19118,1958,1384,4000,2022
"1754703","Oak Grove village, Illinois",353,335,0,0,15,2022
"1754781","Oakland city, Illinois",926,906,4,0,11,2022
"1754820","Oak Lawn village, Illinois",57665,37832,4594,1377,12013,2022
"1754885","Oak Park village, Illinois",53834,32324,10138,3071,4990,2022
"1754924","Oak Run CDP, Illinois",673,655,0,0,17,2022
"1755002","Oakwood village, Illinois",1350,1290,8,0,8,2022
"1755041","Oakwood Hills village, Illinois",2475,1810,7,39,528,2022
"1755106","Oblong village, Illinois",1460,1346,14,0,13,2022
"1755132","Oconee village, Illinois",179,165,0,0,5,2022
"1755171","Odell village, Illinois",909,856,0,0,24,2022
"1755210","Odin village, Illinois",960,920,5,0,6,2022
"1755249","O'Fallon city, Illinois",32104,22935,4077,1149,1552,2022
"1755275","Ogden village, Illinois",756,692,3,46,4,2022
"1755353","Oglesby city, Illinois",3739,3221,0,0,476,2022
"1755379","Ohio village, Illinois",623,530,10,3,51,2022
"1755418","Ohlman village, Illinois",73,73,0,0,0,2022
"1755470","Okawville village, Illinois",1263,1196,14,3,36,2022
"1755639","Old Mill Creek village, Illinois",122,110,0,0,10,2022
"1755717","Old Ripley village, Illinois",96,96,0,0,0,2022
"1755756","Old Shawneetown village, Illinois",142,142,0,0,0,2022
"1755847","Olive Branch CDP, Illinois",578,577,0,0,0,2022
"1755886","Olivet CDP, Illinois",160,147,1,0,1,2022
"1755899","Olmsted village, Illinois",248,208,39,0,0,2022
"1755912","Olney city, Illinois",8995,8234,94,29,265,2022
"1755938","Olympia Fields village, Illinois",4922,770,3899,159,11,2022
"1756003","Omaha village, Illinois",235,171,0,0,0,2022
"1756081","Onarga village, Illinois",1288,502,7,1,757,2022
"1756159","Oneida city, Illinois",732,717,1,0,5,2022
"1756198","Opdyke CDP, Illinois",259,257,0,0,0,2022
"1756211","Ophiem CDP, Illinois",190,152,0,0,0,2022
"1756237","Oquawka village, Illinois",930,797,9,0,49,2022
"1756341","Orangeville village, Illinois",917,901,4,0,3,2022
"1756471","Oreana village, Illinois",1076,948,44,9,33,2022
"1756484","Oregon city, Illinois",3963,3594,23,15,295,2022
"1756536","Orient city, Illinois",311,291,0,0,8,2022
"1756601","Orion village, Illinois",1966,1827,0,20,45,2022
"1756627","Orland Hills village, Illinois",6842,4954,609,167,958,2022
"1756640","Orland Park village, Illinois",58345,46374,2408,3068,5635,2022
"1756796","Osco CDP, Illinois",119,119,0,0,0,2022
"1756887","Oswego village, Illinois",34810,22663,3458,993,6106,2022
"1756926","Ottawa city, Illinois",18708,15353,591,245,1988,2022
"1756978","Otterville town, Illinois",157,157,0,0,0,2022
"1757043","Owaneco village, Illinois",758,739,0,0,0,2022
"1757121","Oxville CDP, Illinois",23,23,0,0,0,2022
"1757160","Paderborn CDP, Illinois",0,0,0,0,0,2022
"1757225","Palatine village, Illinois",67223,40549,2919,8721,13250,2022
"1757277","Palestine village, Illinois",1379,1339,0,3,27,2022
"1757303","Palmer village, Illinois",238,238,0,0,0,2022
"1757329","Palmyra village, Illinois",536,527,0,0,2,2022
"1757342","Paloma CDP, Illinois",126,126,0,0,0,2022
"1757381","Palos Heights city, Illinois",11965,10255,314,111,1059,2022
"1757394","Palos Hills city, Illinois",18278,15056,987,395,1456,2022
"1757407","Palos Park village, Illinois",4836,4242,120,57,160,2022
"1757472","Pana city, Illinois",5167,4911,0,33,142,2022
"1757498","Panama village, Illinois",317,316,0,0,1,2022
"1757524","Panola village, Illinois",25,25,0,0,0,2022
"1757576","Papineau village, Illinois",122,101,0,2,0,2022
"1757628","Paris city, Illinois",8331,8006,58,18,134,2022
"1757654","Park City city, Illinois",7702,1024,564,138,5752,2022
"1757693","Parkersburg village, Illinois",240,237,0,0,0,2022
"1757732","Park Forest village, Illinois",21042,3711,14912,80,1529,2022
"1757875","Park Ridge city, Illinois",39368,32737,367,2505,2477,2022
"1758057","Patoka village, Illinois",667,658,0,4,0,2022
"1758174","Pawnee village, Illinois",2626,2443,28,0,38,2022
"1758226","Paw Paw village, Illinois",981,969,2,0,9,2022
"1758239","Paxton city, Illinois",4225,3831,13,62,215,2022
"1758265","Payson village, Illinois",1276,1213,0,28,15,2022
"1758343","Pearl village, Illinois",93,93,0,0,0,2022
"1758369","Pearl City village, Illinois",720,695,9,0,6,2022
"1758408","Pecatonica village, Illinois",2141,1926,13,0,69,2022
"1758447","Pekin city, Illinois",32075,29033,907,171,845,2022
"1758577","Penfield CDP, Illinois",198,187,0,0,11,2022
"1759000","Peoria city, Illinois",113054,62099,29831,7462,8013,2022
"1759026","Peoria Heights village, Illinois",5890,5092,193,105,149,2022
"1759052","Peotone village, Illinois",4283,4027,10,48,133,2022
"1759104","Percy village, Illinois",1076,811,0,13,242,2022
"1759156","Perry village, Illinois",282,271,0,0,5,2022
"1759234","Peru city, Illinois",9831,8708,104,145,636,2022
"1759273","Pesotum village, Illinois",529,500,0,0,11,2022
"1759312","Petersburg city, Illinois",2426,2314,12,12,0,2022
"1759520","Phillipstown village, Illinois",48,41,7,0,0,2022
"1759533","Philo village, Illinois",1389,1376,0,0,4,2022
"1759572","Phoenix village, Illinois",1278,15,928,0,281,2022
"1759709","Pierron village, Illinois",463,439,0,0,14,2022
"1759884","Pinckneyville city, Illinois",5104,3561,1142,79,304,2022
"1759988","Pingree Grove village, Illinois",10213,6248,1322,646,1580,2022
"1760079","Piper City village, Illinois",744,642,15,0,19,2022
"1760144","Pistakee Highlands CDP, Illinois",3292,2945,0,0,210,2022
"1760209","Pittsburg village, Illinois",634,597,0,0,12,2022
