"GEOID","NAME","total_popE","whiteE","blackE","asianE","hispanicE","year"
"1723620","Elmhurst city, Illinois",45469,38272,536,2680,3407,2015
"1707744","Bradley village, Illinois",15763,12912,1044,199,1499,2015
"1768003","Schaumburg village, Illinois",74559,45724,2757,16781,7613,2015
"1781919","Willowbrook village, Illinois",8629,5863,452,1566,573,2015
"1738934","Kankakee city, Illinois",26821,10813,10238,201,5027,2015
"1749893","Momence city, Illinois",2845,2177,303,0,317,2015
"1776771","Union Hill village, Illinois",85,85,0,0,0,2015
"1723555","Ellsworth village, Illinois",259,254,0,0,0,2015
"1716054","Concord village, Illinois",186,186,0,0,0,2015
"1770889","South Jacksonville village, Illinois",3299,3172,0,0,25,2015
"1731017","Granville village, Illinois",1380,1292,0,0,26,2015
"1756887","Oswego village, Illinois",32468,23791,2336,1613,3731,2015
"1727091","Forsyth village, Illinois",3493,3010,145,193,85,2015
"1744498","Long Creek village, Illinois",1528,1451,0,7,25,2015
"1751206","Mount Zion village, Illinois",6118,5279,297,13,218,2015
"1740143","Kinsman village, Illinois",118,104,0,0,14,2015
"1717887","Crystal Lake city, Illinois",40635,33547,699,1221,4551,2015
"1741651","Lakewood village, Illinois",4258,4069,60,19,40,2015
"1726077","Fillmore village, Illinois",262,257,0,5,0,2015
"1762965","Raymond village, Illinois",781,767,0,12,0,2015
"1717991","Cuba city, Illinois",1561,1487,10,0,25,2015
"1770226","Smithfield village, Illinois",187,183,0,0,2,2015
"1742457","Leaf River village, Illinois",585,531,2,0,7,2015
"1751700","Nashville city, Illinois",3265,3198,9,36,22,2015
"1718342","Dakota village, Illinois",511,481,5,0,12,2015
"1764590","Roanoke village, Illinois",2189,2106,0,12,63,2015
"1768510","Secor village, Illinois",355,335,0,0,16,2015
"1759156","Perry village, Illinois",329,312,0,0,6,2015
"1760534","Pleasant Hill village, Illinois",1110,978,0,0,31,2015
"1755418","Ohlman village, Illinois",110,106,1,0,0,2015
"1758369","Pearl City village, Illinois",884,829,0,0,51,2015
"1759026","Peoria Heights village, Illinois",6046,5207,379,9,71,2015
"1771604","Spring Bay village, Illinois",502,472,5,5,6,2015
"1715469","Coleta village, Illinois",212,204,0,0,5,2015
"1724374","Erie village, Illinois",1507,1417,8,0,63,2015
"1744602","Longview village, Illinois",146,141,0,0,5,2015
"1775614","Tolono village, Illinois",3066,2803,32,13,204,2015
"1777005","Urbana city, Illinois",41988,23656,6905,7804,2227,2015
"1720305","Dongola village, Illinois",913,902,0,0,11,2015
"1738635","Jonesboro city, Illinois",2059,1972,35,20,14,2015
"1749178","Mill Creek village, Illinois",36,36,0,0,0,2015
"1714715","Clay City village, Illinois",898,897,0,0,0,2015
"1706028","Bingham village, Illinois",45,42,0,0,0,2015
"1700971","Alpha village, Illinois",558,529,0,0,22,2015
"1702726","Atkinson town, Illinois",1006,975,0,0,18,2015
"1710643","Cambridge village, Illinois",2126,1989,64,29,44,2015
"1783063","Woodhull village, Illinois",945,904,3,0,36,2015
"1703844","Barrington village, Illinois",10576,9500,28,474,531,2015
"1746136","Mahomet village, Illinois",7762,7234,9,67,249,2015
"1766534","Sadorus village, Illinois",394,388,2,0,2,2015
"1709980","Burr Ridge village, Illinois",10753,8377,270,1450,568,2015
"1763862","Ridge Farm village, Illinois",838,829,0,0,3,2015
"1775276","Tilton village, Illinois",2669,2371,0,0,262,2015
"1739909","Kincaid village, Illinois",1653,1483,0,0,110,2015
"1700568","Albion city, Illinois",2154,2018,23,15,45,2015
"1704806","Belle Rive village, Illinois",301,301,0,0,0,2015
"1751947","Nelson village, Illinois",153,150,0,0,2,2015
"1780008","West Brooklyn village, Illinois",124,112,0,0,12,2015
"1737127","Illiopolis village, Illinois",943,909,0,0,8,2015
"1770759","Southern View village, Illinois",2010,1861,70,28,13,2015
"1772000","Springfield city, Illinois",117061,84772,22619,2848,3046,2015
"1778149","Virden city, Illinois",3539,3519,8,0,8,2015
"1741859","Lanark city, Illinois",1625,1520,13,13,43,2015
"1749191","Milledgeville village, Illinois",1061,1034,1,0,1,2015
"1739532","Kenney village, Illinois",330,328,0,0,0,2015
"1777707","Verona village, Illinois",240,167,0,0,73,2015
"1712567","Charleston city, Illinois",21552,18413,1428,495,734,2015
"1714286","Christopher city, Illinois",2876,2820,26,0,16,2015
"1748333","Mendota city, Illinois",7321,4858,162,95,2057,2015
"1768640","Seneca village, Illinois",2521,2430,0,12,64,2015
"1774743","Teutopolis village, Illinois",1793,1779,0,0,2,2015
"1745993","Madison city, Illinois",4063,1405,2300,44,207,2015
"1746955","Marissa village, Illinois",2011,1991,9,0,0,2015
"1713139","Chester city, Illinois",8592,5973,2143,20,385,2015
"1735268","Hinckley village, Illinois",2035,1842,21,12,129,2015
"1707419","Boulder Hill CDP, Illinois",8584,6094,269,219,1915,2015
"1752961","Niantic village, Illinois",628,586,0,0,0,2015
"1724608","Evansville village, Illinois",671,644,0,1,23,2015
"1766287","Ruma village, Illinois",293,285,1,0,0,2015
"1774457","Tamms village, Illinois",827,413,344,0,20,2015
"1736074","Hooppole village, Illinois",337,336,0,0,0,2015
"1739727","Kewanee city, Illinois",12736,9968,643,152,1710,2015
"1701595","Antioch village, Illinois",14386,11982,308,462,1412,2015
"1702154","Arlington Heights village, Illinois",75802,62954,971,6567,4246,2015
"1712489","Channel Lake CDP, Illinois",1505,1297,0,0,94,2015
"1719083","Deer Park village, Illinois",3323,2969,22,189,124,2015
"1744550","Long Lake CDP, Illinois",3715,2573,0,42,1089,2015
"1770213","Smithboro village, Illinois",169,167,0,2,0,2015
"1710906","Campton Hills village, Illinois",11012,10244,103,117,405,2015
"1760391","Plattville village, Illinois",274,255,0,0,17,2015
"1767372","Sammons Point village, Illinois",379,354,0,0,15,2015
"1743510","Limestone village, Illinois",1435,1383,0,6,23,2015
"1738895","Kaneville village, Illinois",432,381,0,26,20,2015
"1715833","Columbia city, Illinois",10029,9442,92,86,339,2015
"1709889","Burnt Prairie village, Illinois",66,66,0,0,0,2015
"1752220","New Boston city, Illinois",698,659,0,0,37,2015
"1768458","Seaton village, Illinois",236,233,0,0,3,2015
"1731771","Griggsville city, Illinois",1161,1111,5,0,40,2015
"1752805","New Salem village, Illinois",129,126,0,0,0,2015
"1782322","Windsor city, Illinois",1445,1393,0,0,47,2015
"1712476","Channahon village, Illinois",12845,11491,9,62,1007,2015
"1700516","Albany village, Illinois",1039,998,0,11,18,2015
"1716873","Countryside city, Illinois",5984,4481,225,108,1138,2015
"1711527","Carthage city, Illinois",2580,2468,14,21,75,2015
"1740832","La Harpe city, Illinois",1414,1381,0,0,3,2015
"1751791","Nauvoo city, Illinois",1362,1294,32,5,22,2015
"1761080","Pontoosuc village, Illinois",94,91,0,0,0,2015
"1768991","Shannon village, Illinois",625,612,0,3,7,2015
"1778773","Wapella village, Illinois",565,551,0,0,1,2015
"1747787","Mazon village, Illinois",1024,918,0,11,68,2015
"1736477","Huey village, Illinois",199,199,0,0,0,2015
"1751661","Naples town, Illinois",48,40,0,0,0,2015
"1704507","Beaverville village, Illinois",285,276,1,2,6,2015
"1752623","Newman city, Illinois",916,885,17,1,9,2015
"1745642","Macedonia village, Illinois",59,59,0,0,0,2015
"1730458","Good Hope village, Illinois",387,358,0,0,23,2015
"1721618","East Carondelet village, Illinois",587,515,60,0,0,2015
"1724933","Fairmont City village, Illinois",2498,450,49,0,1994,2015
"1747423","Mascoutah city, Illinois",7801,6926,367,44,107,2015
"1704156","Bath village, Illinois",267,263,0,4,0,2015
"1767613","San Jose village, Illinois",601,554,15,0,2,2015
"1704039","Bartonville village, Illinois",6438,6233,26,0,144,2015
"1704871","Bellevue village, Illinois",1566,1375,76,55,22,2015
"1746643","Mapleton village, Illinois",329,325,0,0,4,2015
"1751284","Mulberry Grove village, Illinois",662,630,16,0,0,2015
"1729496","Glasgow village, Illinois",126,123,0,0,0,2015
"1704000","Bartelso village, Illinois",608,600,0,0,2,2015
"1735398","Hoffman village, Illinois",474,455,0,0,0,2015
"1775991","Trenton city, Illinois",2698,2545,13,43,67,2015
"1723425","Elliott village, Illinois",239,231,0,0,6,2015
"1748268","Melvin village, Illinois",509,468,9,3,23,2015
"1726896","Forest Lake CDP, Illinois",1719,1618,0,75,13,2015
"1715300","Cobden village, Illinois",1425,830,125,0,417,2015
"1710383","Cairo city, Illinois",2758,755,1880,11,13,2015
"1728430","Galva city, Illinois",2543,2462,5,0,57,2015
"1701114","Alton city, Illinois",27335,18573,6654,126,645,2015
"1731121","Grayslake village, Illinois",21117,15583,752,1594,2538,2015
"1734722","Highland Park city, Illinois",29789,25808,613,765,2173,2015
"1737218","Indian Creek village, Illinois",569,381,17,145,19,2015
"1739883","Kildeer village, Illinois",3938,3152,55,428,239,2015
"1722697","Edwardsville city, Illinois",24896,20478,2567,656,660,2015
"1755639","Old Mill Creek village, Illinois",152,113,0,29,7,2015
"1775965","Tremont village, Illinois",2170,2122,0,9,25,2015
"1751154","Mount Sterling city, Illinois",2080,1935,62,44,0,2015
"1719642","Des Plaines city, Illinois",58930,37781,919,8433,10818,2015
"1726987","Forest View village, Illinois",703,397,0,7,297,2015
"1733695","Hazel Crest village, Illinois",14195,1022,12185,39,816,2015
"1777720","Versailles village, Illinois",489,441,0,28,12,2015
"1764707","Robinson city, Illinois",7506,6122,625,77,373,2015
"1745811","McLean village, Illinois",821,811,0,4,3,2015
"1767912","Saybrook village, Illinois",785,755,7,0,18,2015
"1738115","Jacksonville city, Illinois",19241,15848,2061,126,716,2015
"1704013","Bartlett village, Illinois",41552,29336,714,6255,4401,2015
"1723074","Elgin city, Illinois",112105,46240,7031,6995,49917,2015
"1742795","Lemont village, Illinois",16513,14726,94,230,1271,2015
"1736568","Hume village, Illinois",366,357,1,0,0,2015
"1738986","Kansas village, Illinois",655,646,0,0,4,2015
"1757628","Paris city, Illinois",8517,8272,57,54,112,2015
"1709538","Bulpitt village, Illinois",262,262,0,0,0,2015
"1775809","Tovey village, Illinois",483,434,0,0,39,2015
"1702986","Augusta village, Illinois",573,569,0,0,4,2015
"1710422","Caledonia village, Illinois",219,178,0,12,28,2015
"1779163","Waterman village, Illinois",1539,1414,0,11,71,2015
"1778942","Warsaw city, Illinois",1538,1476,0,16,25,2015
"1775360","Timberlane village, Illinois",937,880,0,5,49,2015
"1742938","Lerna village, Illinois",324,314,0,0,10,2015
"1730757","Grand Ridge village, Illinois",538,483,0,6,44,2015
"1766443","Rutland village, Illinois",256,247,5,0,0,2015
"1770460","Somonauk village, Illinois",2128,2047,14,4,35,2015
"1775718","Tonica village, Illinois",771,698,0,2,57,2015
"1739324","Kell village, Illinois",196,190,0,0,6,2015
"1755210","Odin village, Illinois",1052,1036,0,0,4,2015
"1702414","Arthur village, Illinois",2563,2431,10,0,61,2015
"1745044","Lovington village, Illinois",1042,995,6,0,0,2015
"1722255","East St. Louis city, Illinois",26689,496,25423,90,156,2015
"1767756","Sauget village, Illinois",219,216,0,0,0,2015
"1728612","Garden Prairie CDP, Illinois",198,150,0,0,48,2015
"1730159","Golden village, Illinois",681,645,0,0,26,2015
"1766157","Royal village, Illinois",231,227,0,0,0,2015
"1707237","Bonfield village, Illinois",319,303,0,2,11,2015
"1714000","Chicago city, Illinois",2717534,875333,840208,160316,790649,2015
"1764343","River Grove village, Illinois",10260,7202,191,214,2521,2015
"1732746","Hanover Park village, Illinois",38373,13650,3210,6538,14186,2015
"1757875","Park Ridge city, Illinois",37608,32814,295,1564,2452,2015
"1761314","Posen village, Illinois",6319,1573,766,0,3912,2015
"1702505","Ashland village, Illinois",1318,1285,0,0,27,2015
"1728742","Garrett village, Illinois",108,101,0,0,5,2015
"1776407","Tuscola city, Illinois",4405,4032,53,80,232,2015
"1718303","Dahlgren village, Illinois",375,366,0,0,9,2015
"1730575","Goreville village, Illinois",1206,1147,0,0,56,2015
"1751986","Neoga city, Illinois",1602,1477,8,7,88,2015
"1777642","Vermont village, Illinois",674,645,24,3,0,2015
"1734553","Hidalgo village, Illinois",108,105,0,0,1,2015
"1752844","Newton city, Illinois",2818,2779,29,0,10,2015
"1782010","Willow Hill village, Illinois",233,230,0,0,0,2015
"1766833","St. Francisville city, Illinois",440,440,0,0,0,2015
"1734163","Henry city, Illinois",2343,2288,4,25,5,2015
"1704078","Batavia city, Illinois",26105,23034,477,296,1885,2015
"1728872","Geneva city, Illinois",21704,19964,223,407,1002,2015
"1711592","Cary village, Illinois",18038,15010,450,522,1834,2015
"1752467","New Grand Chain village, Illinois",173,164,0,0,2,2015
"1734449","Heyworth village, Illinois",2937,2774,47,4,28,2015
"1723529","Ellisville village, Illinois",106,105,0,0,1,2015
"1780762","West Point village, Illinois",224,214,0,0,0,2015
"1705443","Berlin village, Illinois",144,144,0,0,0,2015
"1752168","New Berlin village, Illinois",1501,1484,10,0,7,2015
"1749308","Millington village, Illinois",643,635,0,0,8,2015
"1709577","Bunker Hill city, Illinois",1719,1651,0,0,52,2015
"1762016","Prospect Heights city, Illinois",16370,9972,50,1382,4866,2015
"1709551","Buncombe village, Illinois",203,182,0,0,16,2015
"1774665","Tennessee village, Illinois",131,131,0,0,0,2015
"1748307","Mendon village, Illinois",912,894,12,0,0,2015
"1767860","Savoy village, Illinois",8066,5484,605,1144,529,2015
"1746331","Manchester village, Illinois",327,322,0,4,0,2015
"1743939","Lisle village, Illinois",22747,16459,905,2642,1996,2015
"1761899","Princeton city, Illinois",7719,7343,25,55,216,2015
"1773391","Sugar Grove village, Illinois",9195,7857,500,18,760,2015
"1704793","Belle Prairie City town, Illinois",60,60,0,0,0,2015
"1724764","Fairbury city, Illinois",3722,3532,0,16,174,2015
"1740091","Kingston Mines village, Illinois",288,273,7,0,4,2015
"1769212","Sheldon village, Illinois",1222,1147,18,0,51,2015
"1737998","Ivesdale village, Illinois",281,277,0,0,0,2015
"1783622","Wyanet village, Illinois",1122,1045,0,0,62,2015
"1714923","Cleveland village, Illinois",175,161,4,0,8,2015
"1782985","Wood Dale city, Illinois",13923,9522,167,724,3314,2015
"1778175","Virgil village, Illinois",339,323,1,0,15,2015
"1745785","Mackinaw village, Illinois",2357,2211,32,0,114,2015
"1750621","Morton village, Illinois",16534,15420,221,192,548,2015
"1703883","Barrington Hills village, Illinois",3370,3010,53,300,7,2015
"1780125","West Dundee village, Illinois",7391,5839,330,809,341,2015
"1733331","Harvard city, Illinois",9802,4785,8,0,4929,2015
"1736750","Huntley village, Illinois",25412,20606,48,1876,2392,2015
"1741183","Lake in the Hills village, Illinois",28968,22905,649,1332,3429,2015
"1760144","Pistakee Highlands CDP, Illinois",3212,3009,0,6,166,2015
"1763641","Richmond village, Illinois",1989,1765,27,57,67,2015
"1748359","Menominee village, Illinois",264,252,4,0,4,2015
"1752545","New Holland village, Illinois",179,167,0,0,1,2015
"1739298","Keithsburg city, Illinois",609,585,0,4,3,2015
"1775419","Time village, Illinois",21,21,0,0,0,2015
"1777187","Valley City village, Illinois",3,3,0,0,0,2015
"1771643","Springerton village, Illinois",120,116,0,0,0,2015
"1770005","Simpson village, Illinois",103,96,0,0,7,2015
"1703571","Banner village, Illinois",207,191,0,0,11,2015
"1709161","Bryant village, Illinois",200,196,0,0,2,2015
"1743055","Lewistown city, Illinois",2395,2311,32,0,43,2015
"1744121","Liverpool village, Illinois",144,144,0,0,0,2015
"1742405","Lawrenceville city, Illinois",4486,4158,37,12,146,2015
"1736150","Hopewell village, Illinois",451,434,5,0,12,2015
"1775653","Toluca city, Illinois",1332,1005,40,5,272,2015
"1779813","Wenona city, Illinois",1165,1112,0,0,52,2015
"1756484","Oregon city, Illinois",3715,3549,32,0,56,2015
"1764746","Rochelle city, Illinois",9440,6744,378,124,2146,2015
"1723009","Eldorado city, Illinois",4103,3901,62,0,29,2015
"1720890","Du Bois village, Illinois",150,148,2,0,0,2015
"1709798","Burnham village, Illinois",4224,648,2478,22,1062,2015
"1717497","Crestwood village, Illinois",11027,9301,802,38,790,2015
"1730328","Golf village, Illinois",474,391,2,21,59,2015
"1735866","Hometown city, Illinois",4356,3237,28,1,1019,2015
"1757407","Palos Park village, Illinois",4944,4346,42,132,354,2015
"1700672","Alexis village, Illinois",967,967,0,0,0,2015
"1778201","Virginia city, Illinois",1322,1201,17,3,85,2015
"1745434","Lyons village, Illinois",10668,4848,501,174,4995,2015
"1737257","Indian Head Park village, Illinois",3827,3415,104,91,131,2015
"1740767","La Grange village, Illinois",15709,12646,960,288,1667,2015
"1745421","Lynwood village, Illinois",9297,1823,6328,64,979,2015
"1748892","Midlothian village, Illinois",14906,9707,907,267,3381,2015
"1750647","Morton Grove village, Illinois",23472,13592,664,7120,1392,2015
"1749347","Mill Shoals village, Illinois",204,200,0,0,4,2015
"1707510","Bowen village, Illinois",458,455,0,0,0,2015
"1723841","Elvaston village, Illinois",119,114,0,0,4,2015
"1732434","Hamilton city, Illinois",2918,2840,39,12,14,2015
"1720565","Dowell village, Illinois",328,321,0,0,5,2015
"1779397","Wayne village, Illinois",2318,2244,0,57,17,2015
"1727442","Fox Lake village, Illinois",10539,8174,40,626,1515,2015
"1761678","Prairie Grove village, Illinois",1685,1538,11,61,67,2015
"1710149","Butler village, Illinois",130,126,0,0,0,2015
"1743965","Litchfield city, Illinois",7004,6818,58,27,75,2015
"1723698","Elmwood city, Illinois",2253,2205,12,0,22,2015
"1731576","Greenview village, Illinois",860,814,4,0,42,2015
"1755717","Old Ripley village, Illinois",100,96,0,0,0,2015
"1724699","Exeter village, Illinois",105,105,0,0,0,2015
"1718472","Damiansville village, Illinois",522,412,30,7,65,2015
"1739441","Kempton village, Illinois",150,141,0,3,0,2015
"1710084","Bush village, Illinois",265,257,0,2,0,2015
"1749048","Milford village, Illinois",1289,1194,0,0,80,2015
"1756081","Onarga village, Illinois",1381,767,4,0,601,2015
"1751349","Mundelein village, Illinois",31624,18562,700,2704,9125,2015
"1757654","Park City city, Illinois",7432,1621,982,426,4237,2015
"1775874","Tower Lakes village, Illinois",1158,1054,21,16,44,2015
"1769277","Sheridan village, Illinois",2320,1109,948,24,206,2015
"1776225","Troy Grove village, Illinois",240,221,0,0,19,2015
"1725375","Farina village, Illinois",576,561,0,0,12,2015
"1737933","Iuka village, Illinois",472,451,0,12,4,2015
"1758057","Patoka village, Illinois",529,512,7,0,8,2015
"1700867","Allenville village, Illinois",170,162,0,0,4,2015
"1700958","Alorton village, Illinois",1867,17,1827,0,16,2015
"1725713","Fayetteville village, Illinois",408,378,0,1,24,2015
"1744446","London Mills village, Illinois",375,363,0,0,12,2015
"1746695","Maquon village, Illinois",340,328,0,0,12,2015
"1766677","St. Augustine village, Illinois",120,120,0,0,0,2015
"1705209","Benld city, Illinois",1657,1586,0,0,54,2015
"1721852","East Gillespie village, Illinois",256,251,0,2,0,2015
"1749802","Modesto village, Illinois",174,168,0,0,6,2015
"1767873","Sawyerville village, Illinois",264,251,0,0,3,2015
"1781191","White City village, Illinois",189,181,0,1,6,2015
"1724985","Fairmount village, Illinois",671,662,6,0,0,2015
"1747163","Marshall city, Illinois",3895,3729,22,15,28,2015
"1719915","Dieterich village, Illinois",679,670,1,0,0,2015
"1705898","Biggsville village, Illinois",298,293,0,0,0,2015
"1716613","Coulterville village, Illinois",969,903,32,7,5,2015
"1721540","Earlville city, Illinois",1847,1696,0,15,124,2015
"1761639","Prairie du Rocher village, Illinois",694,662,0,15,4,2015
"1732616","Hanaford village, Illinois",297,297,0,0,0,2015
"1710773","Campbell Hill village, Illinois",304,304,0,0,0,2015
"1718446","Dalton City village, Illinois",434,422,0,0,12,2015
"1764759","Rochester village, Illinois",3883,3715,11,54,54,2015
"1714455","Cisne village, Illinois",646,631,0,0,7,2015
"1711982","Cedar Point village, Illinois",322,272,6,7,32,2015
"1744823","Lostant village, Illinois",396,383,0,2,5,2015
"1712151","Central City village, Illinois",1047,979,8,2,34,2015
"1767444","Sandoval village, Illinois",1196,1138,6,7,29,2015
"1770031","Sims village, Illinois",313,313,0,0,0,2015
"1756159","Oneida city, Illinois",776,751,0,0,18,2015
"1729392","Girard city, Illinois",1805,1715,6,21,5,2015
"1707133","Bolingbrook village, Illinois",74371,31673,14466,7657,18110,2015
"1723945","Elwood village, Illinois",2130,1888,62,0,108,2015
"1730120","Godley village, Illinois",752,689,0,0,53,2015
"1747540","Matteson village, Illinois",19159,2636,15701,12,570,2015
"1776935","University Park village, Illinois",6963,333,6169,44,129,2015
"1738570","Joliet city, Illinois",147918,75304,23798,2793,42886,2015
"1781802","Williamsfield village, Illinois",540,528,5,0,7,2015
"1711202","Carlinville city, Illinois",5452,5179,155,3,51,2015
"1721410","Eagarville village, Illinois",169,163,1,3,0,2015
"1757043","Owaneco village, Illinois",183,181,0,0,2,2015
"1734137","Henning village, Illinois",354,354,0,0,0,2015
"1700880","Allerton village, Illinois",231,227,1,0,0,2015
"1757693","Parkersburg village, Illinois",147,147,0,0,0,2015
"1704689","Belgium village, Illinois",325,314,5,0,4,2015
"1762744","Rankin village, Illinois",393,390,0,0,0,2015
"1775783","Toulon city, Illinois",1336,1272,32,0,12,2015
"1722398","Eddyville village, Illinois",63,63,0,0,0,2015
"1710110","Bushnell city, Illinois",3022,2830,107,12,0,2015
"1737439","Industry village, Illinois",396,379,8,0,5,2015
"1713074","Cherry Valley village, Illinois",2913,2557,23,79,142,2015
"1751453","Murphysboro city, Illinois",8055,6672,1025,50,59,2015
"1777525","Vergennes village, Illinois",269,251,0,0,18,2015
"1780736","West Peoria city, Illinois",4445,3646,673,0,29,2015
"1774379","Tallula village, Illinois",445,418,0,0,11,2015
"1742860","Lenzburg village, Illinois",509,430,0,50,21,2015
"1773547","Summerfield village, Illinois",581,533,13,5,7,2015
"1711228","Carlyle city, Illinois",3299,2888,128,54,137,2015
"1729041","Germantown village, Illinois",1112,1080,0,0,28,2015
"1764655","Roberts village, Illinois",311,256,0,0,53,2015
"1777681","Vernon village, Illinois",104,87,0,0,16,2015
"1735835","Homer Glen village, Illinois",24358,22102,129,271,1746,2015
"1731446","Green Oaks village, Illinois",3850,3114,56,354,223,2015
"1750998","Mount Morris village, Illinois",2997,2820,9,0,168,2015
"1733136","Harrisburg city, Illinois",9247,8126,496,108,286,2015
"1752714","New Minden village, Illinois",233,233,0,0,0,2015
"1778721","Wamac city, Illinois",1351,1186,67,0,60,2015
"1710513","Calumet Park village, Illinois",8367,394,7232,0,622,2015
"1721904","East Hazel Crest village, Illinois",1611,456,803,43,254,2015
"1724582","Evanston city, Illinois",75603,45541,12577,7185,7934,2015
"1724634","Evergreen Park village, Illinois",19934,13196,4085,117,2262,2015
"1726935","Forest Park village, Illinois",14194,6992,4291,1224,1438,2015
"1735086","Hillside village, Illinois",8190,1906,3416,94,2674,2015
"1735385","Hodgkins village, Illinois",2097,1010,20,0,1037,2015
"1742028","Lansing village, Illinois",28445,13979,9401,347,4427,2015
"1740793","La Grange Park village, Illinois",13649,11436,500,193,1458,2015
"1747774","Maywood village, Illinois",24138,992,17848,34,5129,2015
"1753377","Norridge village, Illinois",14856,12592,72,715,1461,2015
"1753663","Northfield village, Illinois",5305,4756,0,389,84,2015
"1702258","Aroma Park village, Illinois",659,548,11,5,88,2015
"1706587","Bloomingdale village, Illinois",22261,15886,842,2754,2481,2015
"1744407","Lombard village, Illinois",43957,32214,2412,4501,3741,2015
"1780645","Westmont village, Illinois",25389,16873,2184,3132,2643,2015
"1781048","Wheaton city, Illinois",53585,44484,2100,3164,2581,2015
"1746500","Manteno village, Illinois",9251,8716,54,124,213,2015
"1701361","Anchor village, Illinois",145,143,0,0,0,2015
"1736438","Hudson village, Illinois",1931,1878,13,4,17,2015
"1748424","Meredosia village, Illinois",1043,1028,0,0,4,2015
"1779358","Waverly city, Illinois",1201,1198,0,0,3,2015
"1745850","McNabb village, Illinois",360,349,0,4,7,2015
"1702206","Armington village, Illinois",360,342,0,0,13,2015
"1749555","Minier village, Illinois",1346,1321,0,0,13,2015
"1721696","East Dundee village, Illinois",3074,2524,23,48,479,2015
"1722931","Elburn village, Illinois",5785,5261,0,130,378,2015
"1732525","Hampshire village, Illinois",5851,5121,36,0,694,2015
"1724348","Equality village, Illinois",551,545,3,0,0,2015
"1752506","New Haven village, Illinois",373,357,0,0,0,2015
"1737894","Island Lake village, Illinois",8041,6636,36,66,1095,2015
"1747527","Matherville village, Illinois",960,894,0,9,43,2015
"1778123","Viola village, Illinois",897,829,0,0,45,2015
"1736516","Hull village, Illinois",499,422,16,5,46,2015
"1739922","Kinderhook village, Illinois",269,266,0,0,0,2015
"1749477","Milton village, Illinois",287,285,0,0,2,2015
"1730250","Golden Gate village, Illinois",66,66,0,0,0,2015
"1718459","Dalzell village, Illinois",725,677,2,16,26,2015
"1747150","Marseilles city, Illinois",4757,4496,0,16,219,2015
"1750530","Morrison city, Illinois",4225,3865,86,22,206,2015
"1772546","Sterling city, Illinois",15170,10860,184,125,3848,2015
"1745525","McClure village, Illinois",376,375,0,0,0,2015
"1718147","Curran village, Illinois",190,189,0,0,1,2015
"1700178","Adair CDP, Illinois",150,150,0,0,0,2015
"1701647","Apple Canyon Lake CDP, Illinois",304,304,0,0,0,2015
"1707315","Boody CDP, Illinois",232,232,0,0,0,2015
"1728950","Georgetown CDP, Illinois",477,380,13,72,8,2015
"1701556","Annapolis CDP, Illinois",40,40,0,0,0,2015
"1718771","Dayton CDP, Illinois",491,482,2,0,7,2015
"1702635","Astoria town, Illinois",1198,1077,53,25,18,2015
"1704403","Beason CDP, Illinois",70,61,3,0,0,2015
"1712879","Chemung CDP, Illinois",294,74,0,0,220,2015
"1713230","Chestnut CDP, Illinois",169,130,0,39,0,2015
"1715950","Como CDP, Illinois",405,397,8,0,0,2015
"1716431","Cornland CDP, Illinois",50,50,0,0,0,2015
"1729340","Gilson CDP, Illinois",132,132,0,0,0,2015
"1717094","Crab Orchard CDP, Illinois",293,283,0,0,0,2015
"1718641","Darmstadt CDP, Illinois",0,0,0,0,0,2015
"1726467","Floraville CDP, Illinois",0,0,0,0,0,2015
"1730705","Grand Detour CDP, Illinois",548,548,0,0,0,2015
"1733162","Harrison CDP, Illinois",957,935,0,0,0,2015
"1734272","Heritage Lake CDP, Illinois",1354,1354,0,0,0,2015
"1735541","Holiday Shores CDP, Illinois",2913,2828,0,15,0,2015
"1740364","Knollwood CDP, Illinois",1613,1212,21,45,299,2015
"1740962","Lake Camelot CDP, Illinois",1986,1815,0,39,132,2015
"1741157","Lake Holiday CDP, Illinois",4852,4634,0,23,163,2015
"1705976","Big Rock village, Illinois",1128,1071,23,0,24,2015
"1749100","Millbrook village, Illinois",342,315,0,2,25,2015
"1750062","Monroe Center village, Illinois",477,456,0,5,10,2015
"1761216","Port Barrington village, Illinois",1451,1201,14,109,108,2015
"1783349","Woodstock city, Illinois",25247,18413,730,593,5217,2015
"1782725","Witt city, Illinois",774,735,39,0,0,2015
"1750751","Mound City city, Illinois",634,262,292,3,77,2015
"1743094","Lexington city, Illinois",2153,2088,0,16,26,2015
"1780060","West Chicago city, Illinois",27461,10714,614,1659,14257,2015
"1737803","Irwin village, Illinois",82,74,0,0,8,2015
"1706613","Bloomington city, Illinois",78206,57187,8558,5846,4485,2015
"1708446","Broadview village, Illinois",7957,1368,5654,207,614,2015
"1717549","Creve Coeur village, Illinois",5652,5497,43,0,7,2015
"1758447","Pekin city, Illinois",33905,31821,665,147,639,2015
"1772156","Spring Valley city, Illinois",5405,4283,136,109,764,2015
"1767925","Scales Mound village, Illinois",518,477,0,4,32,2015
"1708472","Broadwell village, Illinois",117,109,0,0,4,2015
"1723269","Elkhart village, Illinois",346,272,1,3,2,2015
"1729145","Gifford village, Illinois",861,803,23,0,35,2015
"1707471","Bourbonnais village, Illinois",18656,14267,2331,281,1404,2015
"1704303","Beach Park village, Illinois",13833,7204,1776,609,3823,2015
