"GEOID","NAME","median_incomeE","year"
"1766924","St. Johns village, Illinois",42708,2016
"1729125","Gibson City city, Illinois",42281,2016
"1701242","Alvan village, Illinois",45313,2016
"1755470","Okawville village, Illinois",64022,2016
"1709642","Burbank city, Illinois",54735,2016
"1760599","Pleasant Plains village, Illinois",60469,2016
"1774860","Thayer village, Illinois",52188,2016
"1701140","Altona village, Illinois",50625,2016
"1734982","Hillcrest village, Illinois",58000,2016
"1758343","Pearl village, Illinois",NA,2016
"1760222","Pittsfield city, Illinois",38293,2016
"1749854","Mokena village, Illinois",98662,2016
"1749945","Monee village, Illinois",69381,2016
"1752584","New Lenox village, Illinois",102273,2016
"1772520","Steger village, Illinois",42492,2016
"1750881","Mount Carroll city, Illinois",39864,2016
"1719798","De Witt village, Illinois",41667,2016
"1746604","Maple Park village, Illinois",64239,2016
"1770720","South Elgin village, Illinois",87738,2016
"1731667","Greenwood village, Illinois",59706,2016
"1735515","Holiday Hills village, Illinois",68917,2016
"1745824","McLeansboro city, Illinois",36719,2016
"1718251","Cypress village, Illinois",37143,2016
"1752285","New Burnside village, Illinois",33500,2016
"1715378","Colchester city, Illinois",35000,2016
"1745889","Macomb city, Illinois",35459,2016
"1765884","Rosewood Heights CDP, Illinois",52628,2016
"1782218","Wilsonville village, Illinois",28558,2016
"1753143","Noble village, Illinois",45000,2016
"1732408","Hamel village, Illinois",72000,2016
"1759709","Pierron village, Illinois",31806,2016
"1761067","Pontoon Beach village, Illinois",55494,2016
"1766131","Roxana village, Illinois",45486,2016
"1777473","Venice city, Illinois",21701,2016
"1783271","Wood River city, Illinois",41143,2016
"1761223","Port Byron village, Illinois",69940,2016
"1704936","Bellmont village, Illinois",44375,2016
"1783102","Woodland village, Illinois",44250,2016
"1717185","Crainville village, Illinois",59097,2016
"1717289","Creal Springs city, Illinois",27031,2016
"1714572","Clarendon Hills village, Illinois",111981,2016
"1729756","Glen Ellyn village, Illinois",101967,2016
"1737907","Itasca village, Illinois",82269,2016
"1753234","Normal town, Illinois",54496,2016
"1727663","Franklin village, Illinois",56042,2016
"1709356","Buda village, Illinois",41691,2016
"1740598","Ladd village, Illinois",61346,2016
"1768471","Seatonville village, Illinois",47344,2016
"1769147","Sheffield village, Illinois",41250,2016
"1744719","Loraine village, Illinois",42188,2016
"1719161","DeKalb city, Illinois",38647,2016
"1740156","Kirkland village, Illinois",55729,2016
"1716405","Cornell village, Illinois",43333,2016
"1765481","Roodhouse city, Illinois",30533,2016
"1755171","Odell village, Illinois",57946,2016
"1711293","Carmi city, Illinois",37213,2016
"1717783","Crossville village, Illinois",31500,2016
"1731165","Grayville city, Illinois",36607,2016
"1759520","Phillipstown village, Illinois",NA,2016
"1728144","Fulton city, Illinois",48221,2016
"1764135","Ringwood village, Illinois",102250,2016
"1776160","Trout Valley village, Illinois",137083,2016
"1715352","Coffeen city, Illinois",31731,2016
"1753169","Nokomis city, Illinois",40292,2016
"1757498","Panama village, Illinois",41250,2016
"1779826","Wenonah village, Illinois",79000,2016
"1716119","Congerville village, Illinois",70750,2016
"1730445","Goodfield village, Illinois",98750,2016
"1732967","Harmon village, Illinois",34583,2016
"1758226","Paw Paw village, Illinois",46250,2016
"1714845","Clear Lake village, Illinois",45833,2016
"1745369","Lynnville village, Illinois",43333,2016
"1705248","Bensenville village, Illinois",62286,2016
"1759273","Pesotum village, Illinois",69500,2016
"1762783","Rantoul village, Illinois",41031,2016
"1769875","Sidney village, Illinois",60688,2016
"1765806","Roselle village, Illinois",79040,2016
"1782400","Winfield village, Illinois",96849,2016
"1734384","Herscher village, Illinois",66838,2016
"1704572","Bedford Park village, Illinois",63594,2016
"1714351","Cicero town, Illinois",42345,2016
"1726710","Ford Heights village, Illinois",23220,2016
"1727702","Franklin Park village, Illinois",57288,2016
"1729652","Glencoe village, Illinois",185320,2016
"1768328","Scott AFB CDP, Illinois",48472,2016
"1770252","Smithton village, Illinois",73250,2016
"1774119","Swansea village, Illinois",70615,2016
"1726753","Forest City village, Illinois",37500,2016
"1747475","Mason City city, Illinois",34549,2016
"1720292","Dolton village, Illinois",44511,2016
"1726571","Flossmoor village, Illinois",87179,2016
"1730029","Glenwood village, Illinois",56713,2016
"1757277","Palestine village, Illinois",33750,2016
"1725063","Fairview village, Illinois",54886,2016
"1746825","Marietta village, Illinois",37500,2016
"1777642","Vermont village, Illinois",45455,2016
"1734553","Hidalgo village, Illinois",53750,2016
"1752844","Newton city, Illinois",40658,2016
"1782010","Willow Hill village, Illinois",31944,2016
"1766833","St. Francisville city, Illinois",31765,2016
"1734163","Henry city, Illinois",48977,2016
"1732707","Hanover village, Illinois",40395,2016
"1726116","Findlay village, Illinois",40521,2016
"1726480","Florence village, Illinois",21042,2016
"1752311","New Canton town, Illinois",37292,2016
"1702102","Arlington village, Illinois",61875,2016
"1741794","La Moille village, Illinois",54167,2016
"1746422","Manlius village, Illinois",44000,2016
"1751999","Neponset village, Illinois",51923,2016
"1738427","Jewett village, Illinois",33750,2016
"1755756","Old Shawneetown village, Illinois",17188,2016
"1756003","Omaha village, Illinois",36750,2016
"1714767","Clayton village, Illinois",28750,2016
"1715261","Coatsburg village, Illinois",45750,2016
"1753390","Norris village, Illinois",31250,2016
"1711397","Carrier Mills village, Illinois",30217,2016
"1703610","Bannockburn village, Illinois",136250,2016
"1709447","Buffalo Grove village, Illinois",101376,2016
"1730900","Grandwood Park CDP, Illinois",101150,2016
"1740988","Lake Catherine CDP, Illinois",67891,2016
"1733630","Hawthorn Woods village, Illinois",156413,2016
"1743250","Libertyville village, Illinois",119125,2016
"1775081","Third Lake village, Illinois",111136,2016
"1748671","Mettawa village, Illinois",161250,2016
"1753559","North Chicago city, Illinois",42145,2016
"1778227","Volo village, Illinois",90293,2016
"1779293","Waukegan city, Illinois",46802,2016
"1784220","Zion city, Illinois",46735,2016
"1730978","Grantfork village, Illinois",71719,2016
"1744160","Livingston village, Illinois",42019,2016
"1752701","New Milford village, Illinois",42222,2016
"1742184","LaSalle city, Illinois",42653,2016
"1728807","Gays village, Illinois",40714,2016
"1711644","Caseyville village, Illinois",46029,2016
"1725414","Farmer City city, Illinois",54464,2016
"1779449","Waynesville village, Illinois",56500,2016
"1779683","Weldon village, Illinois",41591,2016
"1728638","Gardner village, Illinois",66705,2016
"1750491","Morris city, Illinois",56152,2016
"1709531","Bull Valley village, Illinois",122708,2016
"1709759","Burlington village, Illinois",76750,2016
"1735411","Hoffman Estates village, Illinois",88733,2016
"1743406","Lily Lake village, Illinois",108594,2016
"1772221","Standard village, Illinois",41029,2016
"1779033","Washington city, Illinois",71702,2016
"1700685","Algonquin village, Illinois",100027,2016
"1759988","Pingree Grove village, Illinois",76780,2016
"1766703","St. Charles city, Illinois",89971,2016
"1741326","Lakemoor village, Illinois",75718,2016
"1755041","Oakwood Hills village, Illinois",84432,2016
"1782855","Wonder Lake village, Illinois",71719,2016
"1715209","Coalton village, Illinois",33036,2016
"1725440","Farmersville village, Illinois",50917,2016
"1737738","Irving village, Illinois",32857,2016
"1778383","Waggoner village, Illinois",21875,2016
"1707471","Bourbonnais village, Illinois",67236,2016
"1704303","Beach Park village, Illinois",68838,2016
"1732018","Gurnee village, Illinois",88553,2016
"1728248","Gages Lake CDP, Illinois",94144,2016
"1758265","Payson village, Illinois",48182,2016
"1726194","Fisher village, Illinois",59620,2016
"1741105","Lake Forest city, Illinois",162117,2016
"1753455","North Barrington village, Illinois",156063,2016
"1727455","Fox Lake Hills CDP, Illinois",64537,2016
"1734865","Highwood city, Illinois",54189,2016
"1722151","Easton village, Illinois",41154,2016
"1733513","Havana city, Illinois",35268,2016
"1746383","Manito village, Illinois",61719,2016
"1763043","Red Bud city, Illinois",56735,2016
"1772468","Steeleville village, Illinois",50476,2016
"1701543","Anna city, Illinois",40655,2016
"1744927","Louisville village, Illinois",43000,2016
"1769810","Sibley village, Illinois",41071,2016
"1783505","Worden village, Illinois",54048,2016
"1730926","Granite City city, Illinois",46679,2016
"1733279","Hartford village, Illinois",47800,2016
"1776199","Troy city, Illinois",72054,2016
"1716366","Cordova village, Illinois",64167,2016
"1749867","Moline city, Illinois",51519,2016
"1766040","Round Lake Beach village, Illinois",63636,2016
"1766066","Round Lake Park village, Illinois",44185,2016
"1777694","Vernon Hills village, Illinois",95217,2016
"1771240","South Roxana village, Illinois",40896,2016
"1754703","Oak Grove village, Illinois",29464,2016
"1763420","Reynolds village, Illinois",56875,2016
"1771448","Sparta city, Illinois",40365,2016
"1721605","East Cape Girardeau village, Illinois",30125,2016
"1708992","Brownstown village, Illinois",47500,2016
"1762627","Ramsey village, Illinois",39659,2016
"1709317","Buckley village, Illinois",41458,2016
"1714468","Cissna Park village, Illinois",37143,2016
"1710630","Cambria village, Illinois",37500,2016
"1750244","Monticello city, Illinois",76632,2016
"1738869","Kane village, Illinois",29615,2016
"1764811","Rockbridge village, Illinois",37500,2016
"1756978","Otterville town, Illinois",24000,2016
"1721358","Dwight village, Illinois",60391,2016
"1744576","Long Point village, Illinois",50875,2016
"1761015","Pontiac city, Illinois",46319,2016
"1748645","Metropolis city, Illinois",31966,2016
"1718225","Cutler village, Illinois",40833,2016
"1708953","Browning village, Illinois",56250,2016
"1711176","Carbon Hill village, Illinois",52250,2016
"1747397","Maryville village, Illinois",82392,2016
"1752415","New Douglas village, Illinois",48750,2016
"1701426","Andalusia village, Illinois",58214,2016
"1717077","Coyne Center CDP, Illinois",68929,2016
"1715807","Colp village, Illinois",34375,2016
"1712801","Chebanse village, Illinois",65962,2016
"1704897","Bellflower village, Illinois",50500,2016
"1716210","Cooksville village, Illinois",46250,2016
"1748606","Metamora village, Illinois",58250,2016
"1724920","Fairmont CDP, Illinois",46481,2016
"1764928","Rock Falls city, Illinois",40543,2016
"1736542","Humboldt village, Illinois",46591,2016
"1769342","Sherman village, Illinois",94695,2016
"1745726","Machesney Park village, Illinois",56563,2016
"1760339","Plainville village, Illinois",41250,2016
"1754885","Oak Park village, Illinois",82826,2016
"1734098","Hennepin village, Illinois",59792,2016
"1737608","Inverness village, Illinois",172949,2016
"1747007","Markham city, Illinois",34414,2016
"1764616","Robbins village, Illinois",30490,2016
"1780047","Westchester village, Illinois",72470,2016
"1704351","Beardstown city, Illinois",38221,2016
"1712450","Chandlerville village, Illinois",40446,2016
"1719200","De Land village, Illinois",37083,2016
"1704117","Batchtown village, Illinois",61250,2016
"1784155","Zeigler city, Illinois",36667,2016
"1730770","Grand Tower city, Illinois",28542,2016
"1738856","Kampsville village, Illinois",33750,2016
"1750868","Mount Carmel city, Illinois",40474,2016
"1765078","Rock Island city, Illinois",43052,2016
"1769979","Silvis city, Illinois",45703,2016
"1739259","Keensburg village, Illinois",44063,2016
"1740884","Lake Barrington village, Illinois",94427,2016
"1744524","Long Grove village, Illinois",184208,2016
"1764538","Riverwoods village, Illinois",187857,2016
"1766027","Round Lake village, Illinois",76605,2016
"1766053","Round Lake Heights village, Illinois",60500,2016
"1777460","Venetian Village CDP, Illinois",76193,2016
"1778370","Wadsworth village, Illinois",93456,2016
"1769368","Sherrard village, Illinois",55568,2016
"1751128","Mount Pulaski city, Illinois",59792,2016
"1738739","Joy village, Illinois",46250,2016
"1753793","North Henderson village, Illinois",46250,2016
"1703948","Barry city, Illinois",37784,2016
"1769186","Shelbyville city, Illinois",34659,2016
"1711618","Casey city, Illinois",39375,2016
"1775601","Toledo village, Illinois",38438,2016
"1778851","Warren village, Illinois",53229,2016
"1748853","Middletown village, Illinois",37500,2016
"1703012","Aurora city, Illinois",63967,2016
"1782309","Windsor village, Illinois",49286,2016
"1704247","Baylis village, Illinois",26875,2016
"1719681","Detroit village, Illinois",56000,2016
"1755132","Oconee village, Illinois",48571,2016
"1717523","Crete village, Illinois",68398,2016
"1717939","Crystal Lawns CDP, Illinois",76796,2016
"1712203","Centreville city, Illinois",16715,2016
"1728898","Genoa city, Illinois",51061,2016
"1766989","St. Libory village, Illinois",68750,2016
"1779085","Washington Park village, Illinois",23787,2016
"1777148","Valier village, Illinois",40278,2016
"1730588","Gorham village, Illinois",33750,2016
"1742756","Leland village, Illinois",58068,2016
"1754222","North Utica village, Illinois",56635,2016
"1755353","Oglesby city, Illinois",51823,2016
"1716470","Cortland town, Illinois",75272,2016
"1780853","West Salem village, Illinois",43026,2016
"1721254","Dupo village, Illinois",45851,2016
"1727806","Freeburg village, Illinois",72393,2016
"1722645","Edinburg village, Illinois",52788,2016
"1746864","Marine village, Illinois",53750,2016
"1711150","Carbon Cliff village, Illinois",33977,2016
"1715235","Coal Valley village, Illinois",65714,2016
"1781087","Wheeling village, Illinois",60368,2016
"1730094","Godfrey village, Illinois",62845,2016
"1732564","Hampton village, Illinois",75323,2016
"1749009","Milan village, Illinois",42781,2016
"1742971","Le Roy city, Illinois",66000,2016
"1759234","Peru city, Illinois",46295,2016
"1708225","Bridgeview village, Illinois",52810,2016
"1729938","Glenview village, Illinois",102009,2016
"1712710","Chatsworth town, Illinois",26944,2016
"1700815","Allendale village, Illinois",46607,2016
"1731524","Greenup village, Illinois",32069,2016
"1761366","Potomac village, Illinois",47692,2016
"1767769","Sauk Village village, Illinois",42532,2016
"1728326","Galesburg city, Illinois",33601,2016
"1708264","Brighton village, Illinois",64267,2016
"1739129","Kaskaskia village, Illinois",NA,2016
"1762757","Ransom village, Illinois",51806,2016
"1775757","Topeka village, Illinois",42188,2016
"1706899","Bluffs village, Illinois",41250,2016
"1700113","Abingdon city, Illinois",40140,2016
"1711774","Catlin village, Illinois",57083,2016
"1774301","Table Grove village, Illinois",49135,2016
"1782491","Winnebago village, Illinois",73719,2016
"1717471","Creston village, Illinois",49554,2016
"1764174","Ripley village, Illinois",30625,2016
"1700230","Addieville village, Illinois",75625,2016
"1720149","Dixmoor village, Illinois",43882,2016
"1755002","Oakwood village, Illinois",49519,2016
"1770161","Sleepy Hollow village, Illinois",100913,2016
"1768120","Schram City village, Illinois",40769,2016
"1775848","Tower Hill village, Illinois",43409,2016
"1782686","Winthrop Harbor village, Illinois",80568,2016
"1777941","Villa Grove city, Illinois",47333,2016
"1765156","Rockton village, Illinois",74276,2016
"1722073","East Moline city, Illinois",42194,2016
"1775263","Tilden village, Illinois",38409,2016
"1764278","Riverdale village, Illinois",31438,2016
"1771370","South Wilmington village, Illinois",60938,2016
"1721267","Du Quoin city, Illinois",33686,2016
"1733877","Hecker village, Illinois",55313,2016
"1701946","Arenzville village, Illinois",60833,2016
"1704975","Bellwood village, Illinois",51173,2016
"1711163","Carbondale city, Illinois",19515,2016
"1778604","Walnut Hill village, Illinois",37083,2016
"1755249","O'Fallon city, Illinois",80329,2016
"1728170","Fults village, Illinois",86250,2016
"1718628","Darien city, Illinois",82255,2016
"1741742","Lake Zurich village, Illinois",110786,2016
"1744381","Lomax village, Illinois",31339,2016
"1759104","Percy village, Illinois",34907,2016
"1756601","Orion village, Illinois",59844,2016
"1773261","Stronghurst village, Illinois",41071,2016
"1739077","Karnak village, Illinois",34063,2016
"1727884","Freeport city, Illinois",35552,2016
"1729080","Germantown Hills village, Illinois",98462,2016
"1772650","Stewardson village, Illinois",48516,2016
"1773040","Strasburg village, Illinois",48906,2016
"1741716","Lakewood Shores CDP, Illinois",56280,2016
"1749607","Minooka village, Illinois",80313,2016
"1756640","Orland Park village, Illinois",85580,2016
"1764902","Rockdale village, Illinois",57273,2016
"1755899","Olmsted village, Illinois",30833,2016
"1729093","German Valley village, Illinois",50455,2016
"1742834","Lena village, Illinois",53615,2016
"1704273","Bay View Gardens village, Illinois",40455,2016
"1739753","Keyesport village, Illinois",26875,2016
"1782270","Winchester city, Illinois",44063,2016
"1774847","Thawville village, Illinois",53542,2016
"1731368","Greenfield city, Illinois",42898,2016
"1735203","Hillview village, Illinois",48750,2016
"1730653","Grafton city, Illinois",51083,2016
"1726311","Flanagan village, Illinois",49250,2016
"1773131","Strawn village, Illinois",57500,2016
"1739857","Kilbourne village, Illinois",31786,2016
"1708303","Brimfield village, Illinois",64605,2016
"1721176","Dunlap village, Illinois",101667,2016
"1765403","Rome CDP, Illinois",58785,2016
"1754625","Oakford village, Illinois",50208,2016
"1760872","Pocahontas village, Illinois",40208,2016
"1770525","Sorento village, Illinois",25865,2016
"1758239","Paxton city, Illinois",46429,2016
"1760079","Piper City village, Illinois",45556,2016
"1714936","Clifton village, Illinois",62708,2016
"1741214","Lake Ka-Ho village, Illinois",34375,2016
"1704845","Belleville city, Illinois",42348,2016
"1767821","Savanna city, Illinois",32432,2016
"1707640","Braceville village, Illinois",56696,2016
"1706756","Blue Mound village, Illinois",52019,2016
"1760352","Plano city, Illinois",52520,2016
"1784038","Yorkville city, Illinois",85045,2016
"1733227","Harristown village, Illinois",62059,2016
"1745941","Macon city, Illinois",56154,2016
"1778916","Warrensburg village, Illinois",63194,2016
"1701205","Alto Pass village, Illinois",35938,2016
"1726454","Flora city, Illinois",38705,2016
"1701491","Andover village, Illinois",59688,2016
"1701569","Annawan town, Illinois",48929,2016
"1718992","Deerfield village, Illinois",143729,2016
"1705599","Bethalto village, Illinois",59643,2016
"1721553","East Alton village, Illinois",44722,2016
"1740910","Lake Bluff village, Illinois",150962,2016
"1741586","Lake Villa village, Illinois",91220,2016
"1743666","Lincolnshire village, Illinois",102364,2016
"1743770","Lindenhurst village, Illinois",87031,2016
"1754781","Oakland city, Illinois",41500,2016
"1756536","Orient city, Illinois",33125,2016
"1766209","Royalton village, Illinois",34250,2016
"1703103","Ava city, Illinois",42361,2016
"1723373","Elkville village, Illinois",36964,2016
"1718485","Dana village, Illinois",31250,2016
"1738921","Kangley village, Illinois",50000,2016
"1700919","Alma village, Illinois",30781,2016
"1773495","Sullivan city, Illinois",40303,2016
"1708667","Brooklyn village, Illinois",16964,2016
"1745993","Madison city, Illinois",24352,2016
"1746955","Marissa village, Illinois",38167,2016
"1713139","Chester city, Illinois",38750,2016
"1735268","Hinckley village, Illinois",59659,2016
"1707419","Boulder Hill CDP, Illinois",63125,2016
"1752961","Niantic village, Illinois",54167,2016
"1724608","Evansville village, Illinois",46875,2016
"1766287","Ruma village, Illinois",50313,2016
"1774275","Symerton village, Illinois",67708,2016
"1775484","Tinley Park village, Illinois",76022,2016
"1782101","Wilmington city, Illinois",52052,2016
"1745694","McHenry city, Illinois",64882,2016
"1772052","Spring Grove village, Illinois",111000,2016
"1720591","Downers Grove village, Illinois",85171,2016
"1754534","Oak Brook village, Illinois",144286,2016
"1745564","McCook village, Illinois",50417,2016
"1751089","Mount Prospect village, Illinois",69517,2016
"1754638","Oak Forest city, Illinois",75563,2016
"1755938","Olympia Fields village, Illinois",96377,2016
"1757381","Palos Heights city, Illinois",80077,2016
"1770564","South Barrington village, Illinois",184141,2016
"1780242","Western Springs village, Illinois",147361,2016
"1782049","Willow Springs village, Illinois",81926,2016
"1735281","Hindsboro village, Illinois",50000,2016
"1765000","Rockford city, Illinois",40143,2016
"1707692","Bradford village, Illinois",50000,2016
"1777265","Valmeyer village, Illinois",74050,2016
"1758408","Pecatonica village, Illinois",58864,2016
"1707211","Bondville village, Illinois",42500,2016
"1755275","Ogden village, Illinois",62000,2016
"1759533","Philo village, Illinois",76351,2016
"1766950","St. Joseph village, Illinois",78661,2016
"1775107","Thomasboro village, Illinois",50670,2016
"1721579","East Brooklyn village, Illinois",45893,2016
"1728963","Georgetown city, Illinois",37982,2016
"1769836","Sidell village, Illinois",37500,2016
"1780931","Westville village, Illinois",41761,2016
"1740143","Kinsman village, Illinois",37500,2016
"1717887","Crystal Lake city, Illinois",80760,2016
"1741651","Lakewood village, Illinois",133750,2016
"1726077","Fillmore village, Illinois",38750,2016
"1762965","Raymond village, Illinois",48125,2016
"1717991","Cuba city, Illinois",34482,2016
"1770226","Smithfield village, Illinois",37250,2016
"1742457","Leaf River village, Illinois",35938,2016
"1751700","Nashville city, Illinois",46934,2016
"1718342","Dakota village, Illinois",36563,2016
"1764590","Roanoke village, Illinois",53792,2016
"1768510","Secor village, Illinois",51250,2016
"1759156","Perry village, Illinois",29375,2016
"1742795","Lemont village, Illinois",89524,2016
"1736568","Hume village, Illinois",36500,2016
"1738986","Kansas village, Illinois",31538,2016
"1757628","Paris city, Illinois",38459,2016
"1709538","Bulpitt village, Illinois",41500,2016
"1775809","Tovey village, Illinois",39405,2016
"1702986","Augusta village, Illinois",41250,2016
"1710422","Caledonia village, Illinois",65625,2016
"1779163","Waterman village, Illinois",63571,2016
"1778942","Warsaw city, Illinois",48750,2016
"1775360","Timberlane village, Illinois",120875,2016
"1742938","Lerna village, Illinois",46042,2016
"1730757","Grand Ridge village, Illinois",70000,2016
"1766443","Rutland village, Illinois",42500,2016
"1770460","Somonauk village, Illinois",61750,2016
"1775718","Tonica village, Illinois",52614,2016
"1739324","Kell village, Illinois",48750,2016
"1760534","Pleasant Hill village, Illinois",40469,2016
"1755418","Ohlman village, Illinois",45556,2016
"1758369","Pearl City village, Illinois",60667,2016
"1759026","Peoria Heights village, Illinois",46726,2016
"1771604","Spring Bay village, Illinois",53500,2016
"1715469","Coleta village, Illinois",45208,2016
"1724374","Erie village, Illinois",65926,2016
"1744602","Longview village, Illinois",36250,2016
"1775614","Tolono village, Illinois",63438,2016
"1777005","Urbana city, Illinois",33081,2016
"1702258","Aroma Park village, Illinois",61000,2016
"1706587","Bloomingdale village, Illinois",76757,2016
"1744407","Lombard village, Illinois",73201,2016
"1780645","Westmont village, Illinois",55684,2016
"1781048","Wheaton city, Illinois",91241,2016
"1746500","Manteno village, Illinois",65625,2016
"1701361","Anchor village, Illinois",47917,2016
"1736438","Hudson village, Illinois",83889,2016
"1755210","Odin village, Illinois",45938,2016
"1702414","Arthur village, Illinois",60360,2016
"1745044","Lovington village, Illinois",53333,2016
"1722255","East St. Louis city, Illinois",19946,2016
"1767756","Sauget village, Illinois",46458,2016
"1728612","Garden Prairie CDP, Illinois",NA,2016
"1730159","Golden village, Illinois",44375,2016
"1766157","Royal village, Illinois",59107,2016
"1707237","Bonfield village, Illinois",71250,2016
"1714000","Chicago city, Illinois",50434,2016
"1764343","River Grove village, Illinois",48670,2016
"1732746","Hanover Park village, Illinois",69922,2016
"1757875","Park Ridge city, Illinois",92474,2016
"1761314","Posen village, Illinois",41546,2016
"1702505","Ashland village, Illinois",59432,2016
"1728742","Garrett village, Illinois",35938,2016
"1776407","Tuscola city, Illinois",51982,2016
"1718303","Dahlgren village, Illinois",35179,2016
"1730575","Goreville village, Illinois",47969,2016
"1751986","Neoga city, Illinois",35089,2016
"1753585","North City village, Illinois",51875,2016
"1780333","West Frankfort city, Illinois",30211,2016
"1778526","Walnut village, Illinois",56750,2016
"1764018","Ridgway village, Illinois",39850,2016
"1724543","Eureka city, Illinois",55150,2016
"1739038","Kappa village, Illinois",53438,2016
"1720370","Dorchester village, Illinois",50938,2016
"1734423","Hettick village, Illinois",53750,2016
"1751024","Mount Olive city, Illinois",51563,2016
"1774457","Tamms village, Illinois",28750,2016
"1736074","Hooppole village, Illinois",36750,2016
"1739727","Kewanee city, Illinois",37234,2016
"1701595","Antioch village, Illinois",81406,2016
"1702154","Arlington Heights village, Illinois",79979,2016
"1712489","Channel Lake CDP, Illinois",63707,2016
"1719083","Deer Park village, Illinois",160461,2016
"1744550","Long Lake CDP, Illinois",58343,2016
"1770213","Smithboro village, Illinois",52917,2016
"1710906","Campton Hills village, Illinois",119044,2016
"1760391","Plattville village, Illinois",90313,2016
"1767372","Sammons Point village, Illinois",57188,2016
"1743510","Limestone village, Illinois",74917,2016
"1738895","Kaneville village, Illinois",66429,2016
"1715833","Columbia city, Illinois",73442,2016
"1721618","East Carondelet village, Illinois",42500,2016
"1724933","Fairmont City village, Illinois",35057,2016
"1747423","Mascoutah city, Illinois",70957,2016
"1704156","Bath village, Illinois",27308,2016
"1767613","San Jose village, Illinois",52750,2016
"1704039","Bartonville village, Illinois",46322,2016
"1704871","Bellevue village, Illinois",52770,2016
"1746643","Mapleton village, Illinois",65208,2016
"1751284","Mulberry Grove village, Illinois",37500,2016
"1729496","Glasgow village, Illinois",56250,2016
"1704000","Bartelso village, Illinois",86042,2016
"1735398","Hoffman village, Illinois",45000,2016
"1775991","Trenton city, Illinois",61087,2016
"1723425","Elliott village, Illinois",50250,2016
"1748268","Melvin village, Illinois",40750,2016
"1726896","Forest Lake CDP, Illinois",85769,2016
"1715300","Cobden village, Illinois",36786,2016
"1710383","Cairo city, Illinois",21676,2016
"1728430","Galva city, Illinois",40644,2016
"1701114","Alton city, Illinois",37108,2016
"1731121","Grayslake village, Illinois",82881,2016
"1734722","Highland Park city, Illinois",130355,2016
"1737218","Indian Creek village, Illinois",137639,2016
"1739883","Kildeer village, Illinois",166790,2016
"1722697","Edwardsville city, Illinois",68454,2016
"1755639","Old Mill Creek village, Illinois",100104,2016
"1775965","Tremont village, Illinois",53622,2016
"1751154","Mount Sterling city, Illinois",46838,2016
"1719642","Des Plaines city, Illinois",64582,2016
"1726987","Forest View village, Illinois",57981,2016
"1733695","Hazel Crest village, Illinois",50661,2016
"1777720","Versailles village, Illinois",51667,2016
"1764707","Robinson city, Illinois",43153,2016
"1745811","McLean village, Illinois",65982,2016
"1767912","Saybrook village, Illinois",53750,2016
"1738115","Jacksonville city, Illinois",41645,2016
"1704013","Bartlett village, Illinois",100458,2016
"1723074","Elgin city, Illinois",60375,2016
"1743094","Lexington city, Illinois",71375,2016
"1780060","West Chicago city, Illinois",71520,2016
"1737803","Irwin village, Illinois",61250,2016
"1706613","Bloomington city, Illinois",63115,2016
"1702609","Assumption city, Illinois",36217,2016
"1715001","Clinton city, Illinois",44143,2016
"1745278","Lyndon village, Illinois",52222,2016
"1763069","Redmon village, Illinois",49583,2016
"1775653","Toluca city, Illinois",47337,2016
"1779813","Wenona city, Illinois",50469,2016
"1756484","Oregon city, Illinois",39963,2016
"1764746","Rochelle city, Illinois",44205,2016
"1723009","Eldorado city, Illinois",32917,2016
"1720890","Du Bois village, Illinois",35625,2016
"1709798","Burnham village, Illinois",44048,2016
"1717497","Crestwood village, Illinois",53572,2016
"1730328","Golf village, Illinois",168750,2016
"1735866","Hometown city, Illinois",42383,2016
"1757407","Palos Park village, Illinois",77304,2016
"1700672","Alexis village, Illinois",55395,2016
"1778201","Virginia city, Illinois",45938,2016
"1745434","Lyons village, Illinois",45825,2016
"1737257","Indian Head Park village, Illinois",82219,2016
"1740767","La Grange village, Illinois",105417,2016
"1745421","Lynwood village, Illinois",50171,2016
"1748892","Midlothian village, Illinois",63186,2016
"1750647","Morton Grove village, Illinois",75797,2016
"1749347","Mill Shoals village, Illinois",41250,2016
"1707510","Bowen village, Illinois",39000,2016
"1723841","Elvaston village, Illinois",30417,2016
"1732434","Hamilton city, Illinois",50308,2016
"1720565","Dowell village, Illinois",26250,2016
"1751453","Murphysboro city, Illinois",34563,2016
"1777525","Vergennes village, Illinois",31875,2016
"1780736","West Peoria city, Illinois",44978,2016
"1774379","Tallula village, Illinois",53594,2016
"1742860","Lenzburg village, Illinois",37143,2016
"1773547","Summerfield village, Illinois",53438,2016
"1711228","Carlyle city, Illinois",56290,2016
"1729041","Germantown village, Illinois",62292,2016
"1764655","Roberts village, Illinois",31023,2016
"1777681","Vernon village, Illinois",19500,2016
"1735835","Homer Glen village, Illinois",92054,2016
"1731446","Green Oaks village, Illinois",162396,2016
"1750998","Mount Morris village, Illinois",42115,2016
"1733136","Harrisburg city, Illinois",35836,2016
"1752714","New Minden village, Illinois",47500,2016
"1778721","Wamac city, Illinois",32308,2016
"1710513","Calumet Park village, Illinois",46351,2016
"1721904","East Hazel Crest village, Illinois",50543,2016
"1724582","Evanston city, Illinois",71317,2016
"1724634","Evergreen Park village, Illinois",65554,2016
"1726935","Forest Park village, Illinois",51552,2016
"1735086","Hillside village, Illinois",50779,2016
