"GEOID","NAME","median_incomeE","year"
"1721618","East Carondelet village, Illinois",53125,2019
"1724933","Fairmont City village, Illinois",39107,2019
"1747423","Mascoutah city, Illinois",78468,2019
"1704156","Bath village, Illinois",29432,2019
"1767613","San Jose village, Illinois",56125,2019
"1704039","Bartonville village, Illinois",52636,2019
"1704871","Bellevue village, Illinois",46094,2019
"1746643","Mapleton village, Illinois",52500,2019
"1719837","Diamond village, Illinois",59934,2019
"1727644","Frankfort Square CDP, Illinois",99951,2019
"1751622","Naperville city, Illinois",125926,2019
"1765442","Romeoville village, Illinois",79183,2019
"1783245","Woodridge village, Illinois",86094,2019
"1746110","Magnolia village, Illinois",44375,2019
"1722164","East Peoria city, Illinois",58984,2019
"1735307","Hinsdale village, Illinois",203368,2019
"1778929","Warrenville city, Illinois",87871,2019
"1765897","Rosiclare city, Illinois",37841,2019
"1710292","Cabery village, Illinois",52375,2019
"1724452","Essex village, Illinois",80000,2019
"1730991","Grant Park village, Illinois",60000,2019
"1737933","Iuka village, Illinois",40795,2019
"1758057","Patoka village, Illinois",52596,2019
"1700867","Allenville village, Illinois",54750,2019
"1700958","Alorton village, Illinois",22593,2019
"1725713","Fayetteville village, Illinois",58889,2019
"1744446","London Mills village, Illinois",42188,2019
"1746695","Maquon village, Illinois",49792,2019
"1766677","St. Augustine village, Illinois",44250,2019
"1705209","Benld city, Illinois",41893,2019
"1721852","East Gillespie village, Illinois",71250,2019
"1749802","Modesto village, Illinois",46250,2019
"1767873","Sawyerville village, Illinois",34688,2019
"1781191","White City village, Illinois",53438,2019
"1724985","Fairmount village, Illinois",52292,2019
"1747163","Marshall city, Illinois",45703,2019
"1719915","Dieterich village, Illinois",62159,2019
"1705898","Biggsville village, Illinois",53750,2019
"1716613","Coulterville village, Illinois",38333,2019
"1721540","Earlville city, Illinois",54301,2019
"1761639","Prairie du Rocher village, Illinois",53125,2019
"1732616","Hanaford village, Illinois",46250,2019
"1710773","Campbell Hill village, Illinois",57857,2019
"1718446","Dalton City village, Illinois",62292,2019
"1764759","Rochester village, Illinois",96111,2019
"1714455","Cisne village, Illinois",34034,2019
"1711982","Cedar Point village, Illinois",49911,2019
"1744823","Lostant village, Illinois",61786,2019
"1712151","Central City village, Illinois",41875,2019
"1767444","Sandoval village, Illinois",38571,2019
"1770031","Sims village, Illinois",44531,2019
"1756159","Oneida city, Illinois",71250,2019
"1729392","Girard city, Illinois",44469,2019
"1750920","Mount Clare village, Illinois",28929,2019
"1769563","Shipman town, Illinois",48864,2019
"1782075","Wilmette village, Illinois",164681,2019
"1757225","Palatine village, Illinois",80526,2019
"1765819","Rosemont village, Illinois",60588,2019
"1770850","South Holland village, Illinois",63170,2019
"1712970","Cherry village, Illinois",49583,2019
"1719499","De Pue village, Illinois",55403,2019
"1749516","Mineral village, Illinois",37000,2019
"1733383","Harvey city, Illinois",30306,2019
"1738830","Justice village, Illinois",51017,2019
"1738791","Junction City village, Illinois",38750,2019
"1767236","Salem city, Illinois",40449,2019
"1710370","Cahokia village, Illinois",35663,2019
"1779007","Washburn village, Illinois",52586,2019
"1721826","East Galesburg village, Illinois",59844,2019
"1766196","Royal Lakes village, Illinois",30781,2019
"1772234","Standard City village, Illinois",76563,2019
"1755912","Olney city, Illinois",39929,2019
"1736061","Hoopeston city, Illinois",43914,2019
"1737348","Indianola village, Illinois",58750,2019
"1751336","Muncie village, Illinois",43250,2019
"1744173","Loami village, Illinois",55000,2019
"1762367","Quincy city, Illinois",46189,2019
"1777044","Ursa village, Illinois",51250,2019
"1708420","Broadlands village, Illinois",54792,2019
"1758174","Pawnee village, Illinois",71313,2019
"1738323","Jeffersonville village, Illinois",39107,2019
"1738531","Johnsonville village, Illinois",30313,2019
"1779436","Wayne City village, Illinois",51389,2019
"1717055","Cowden village, Illinois",36250,2019
"1734332","Herrick village, Illinois",39219,2019
"1751232","Moweaqua village, Illinois",60357,2019
"1707770","Braidwood city, Illinois",63074,2019
"1737465","Ingalls Park CDP, Illinois",46091,2019
"1746357","Manhattan village, Illinois",102725,2019
"1757732","Park Forest village, Illinois",53938,2019
"1783817","Yates City village, Illinois",49904,2019
"1748138","Medora village, Illinois",51250,2019
"1714533","Claremont village, Illinois",46458,2019
"1726233","Fithian village, Illinois",53438,2019
"1771643","Springerton village, Illinois",NA,2019
"1770005","Simpson village, Illinois",47750,2019
"1739519","Kenilworth village, Illinois",227404,2019
"1743744","Lincolnwood village, Illinois",95030,2019
"1746058","Maeystown village, Illinois",65000,2019
"1779150","Waterloo city, Illinois",67682,2019
"1783687","Wyoming city, Illinois",50962,2019
"1741456","Lake Summerset CDP, Illinois",79511,2019
"1765611","Roscoe village, Illinois",92138,2019
"1703207","Avon village, Illinois",44615,2019
"1725531","Farmington city, Illinois",51750,2019
"1740559","Lacon city, Illinois",52448,2019
"1700295","Adeline village, Illinois",51458,2019
"1772702","Stillman Valley village, Illinois",59000,2019
"1728261","Galatia village, Illinois",32885,2019
"1736347","Hoyleton village, Illinois",58571,2019
"1740182","Kirkwood village, Illinois",53542,2019
"1755106","Oblong village, Illinois",41005,2019
"1711007","Canton city, Illinois",44299,2019
"1721098","Dunfermline village, Illinois",51667,2019
"1703571","Banner village, Illinois",56250,2019
"1709161","Bryant village, Illinois",49063,2019
"1743055","Lewistown city, Illinois",52096,2019
"1744121","Liverpool village, Illinois",52500,2019
"1742405","Lawrenceville city, Illinois",40438,2019
"1736150","Hopewell village, Illinois",84375,2019
"1775653","Toluca city, Illinois",51765,2019
"1779813","Wenona city, Illinois",44444,2019
"1756484","Oregon city, Illinois",51875,2019
"1764746","Rochelle city, Illinois",49295,2019
"1723009","Eldorado city, Illinois",38721,2019
"1720890","Du Bois village, Illinois",51875,2019
"1709798","Burnham village, Illinois",46394,2019
"1717497","Crestwood village, Illinois",61132,2019
"1730328","Golf village, Illinois",237750,2019
"1735866","Hometown city, Illinois",50548,2019
"1757407","Palos Park village, Illinois",102361,2019
"1700672","Alexis village, Illinois",58021,2019
"1778201","Virginia city, Illinois",49464,2019
"1745434","Lyons village, Illinois",60168,2019
"1737257","Indian Head Park village, Illinois",85910,2019
"1740767","La Grange village, Illinois",123965,2019
"1745421","Lynwood village, Illinois",66652,2019
"1748892","Midlothian village, Illinois",60160,2019
"1750647","Morton Grove village, Illinois",85360,2019
"1749347","Mill Shoals village, Illinois",49688,2019
"1707510","Bowen village, Illinois",57857,2019
"1723841","Elvaston village, Illinois",31875,2019
"1732434","Hamilton city, Illinois",50087,2019
"1726350","Flat Rock village, Illinois",35000,2019
"1773027","Stoy village, Illinois",71250,2019
"1781074","Wheeler village, Illinois",35250,2019
"1742171","La Rose village, Illinois",25417,2019
"1753481","Northbrook village, Illinois",124863,2019
"1756627","Orland Hills village, Illinois",95798,2019
"1768705","Sesser city, Illinois",53631,2019
"1725895","Ferris village, Illinois",47188,2019
"1705092","Belvidere city, Illinois",51166,2019
"1761145","Poplar Grove village, Illinois",75815,2019
"1719616","De Soto village, Illinois",43333,2019
"1746214","Makanda village, Illinois",68750,2019
"1742587","Lee village, Illinois",62500,2019
"1773287","Sublette village, Illinois",51250,2019
"1709434","Buffalo village, Illinois",42708,2019
"1712684","Chatham village, Illinois",88822,2019
"1741404","Lake Petersburg CDP, Illinois",74500,2019
"1742002","Langleyville CDP, Illinois",66375,2019
"1742067","LaPlace CDP, Illinois",72143,2019
"1744836","Lost Nation CDP, Illinois",112796,2019
"1749698","Mitchell CDP, Illinois",48482,2019
"1751310","Mulkeytown CDP, Illinois",NA,2019
"1754924","Oak Run CDP, Illinois",79750,2019
"1755847","Olive Branch CDP, Illinois",46042,2019
"1755886","Olivet CDP, Illinois",38281,2019
"1756198","Opdyke CDP, Illinois",68523,2019
"1757160","Paderborn CDP, Illinois",50054,2019
"1758577","Penfield CDP, Illinois",48194,2019
"1759533","Philo village, Illinois",80804,2019
"1766950","St. Joseph village, Illinois",94088,2019
"1775107","Thomasboro village, Illinois",48304,2019
"1721579","East Brooklyn village, Illinois",95000,2019
"1728963","Georgetown city, Illinois",46455,2019
"1769836","Sidell village, Illinois",54375,2019
"1780931","Westville village, Illinois",47014,2019
"1740143","Kinsman village, Illinois",95250,2019
"1717887","Crystal Lake city, Illinois",87578,2019
"1741651","Lakewood village, Illinois",144240,2019
"1726077","Fillmore village, Illinois",50625,2019
"1762965","Raymond village, Illinois",52895,2019
"1717991","Cuba city, Illinois",43333,2019
"1770226","Smithfield village, Illinois",40250,2019
"1742457","Leaf River village, Illinois",46500,2019
"1751700","Nashville city, Illinois",60284,2019
"1718342","Dakota village, Illinois",57679,2019
"1764590","Roanoke village, Illinois",59605,2019
"1768510","Secor village, Illinois",54712,2019
"1715261","Coatsburg village, Illinois",55714,2020
"1715300","Cobden village, Illinois",38750,2020
"1715352","Coffeen city, Illinois",35781,2020
"1715378","Colchester city, Illinois",43942,2020
"1715469","Coleta village, Illinois",56875,2020
"1715495","Colfax village, Illinois",58889,2020
"1715599","Collinsville city, Illinois",56250,2020
"1715664","Colona city, Illinois",64643,2020
"1715807","Colp village, Illinois",12344,2020
"1715833","Columbia city, Illinois",107500,2020
"1715846","Columbus village, Illinois",63750,2020
"1715950","Como CDP, Illinois",79250,2020
"1715989","Compton village, Illinois",47321,2020
"1716054","Concord village, Illinois",24327,2020
"1716119","Congerville village, Illinois",67850,2020
"1716210","Cooksville village, Illinois",63750,2020
"1716301","Coral CDP, Illinois",NA,2020
"1716366","Cordova village, Illinois",63810,2020
"1716405","Cornell village, Illinois",50625,2020
"1716431","Cornland CDP, Illinois",NA,2020
"1716470","Cortland town, Illinois",74821,2020
"1716613","Coulterville village, Illinois",39688,2020
"1716691","Country Club Hills city, Illinois",70306,2020
"1716873","Countryside city, Illinois",67201,2020
"1717055","Cowden village, Illinois",33250,2020
"1717077","Coyne Center CDP, Illinois",116116,2020
"1717094","Crab Orchard CDP, Illinois",NA,2020
"1717185","Crainville village, Illinois",59643,2020
"1717289","Creal Springs city, Illinois",34688,2020
"1717406","Crescent City village, Illinois",57500,2020
"1717458","Crest Hill city, Illinois",58462,2020
"1717471","Creston village, Illinois",77708,2020
"1717497","Crestwood village, Illinois",60541,2020
"1717523","Crete village, Illinois",75403,2020
"1717549","Creve Coeur village, Illinois",46250,2020
"1717783","Crossville village, Illinois",33894,2020
"1717887","Crystal Lake city, Illinois",91456,2020
"1717939","Crystal Lawns CDP, Illinois",90550,2020
"1717991","Cuba city, Illinois",33672,2020
"1715235","Coal Valley village, Illinois",73472,2020
"1718030","Cullom village, Illinois",50000,2020
"1718147","Curran village, Illinois",49063,2020
"1718212","Custer Park CDP, Illinois",88393,2020
"1718225","Cutler village, Illinois",44531,2020
"1718251","Cypress village, Illinois",37500,2020
"1718303","Dahlgren village, Illinois",50038,2020
"1718342","Dakota village, Illinois",63750,2020
"1718420","Dallas City city, Illinois",47857,2020
"1718446","Dalton City village, Illinois",54875,2020
"1718459","Dalzell village, Illinois",63750,2020
"1718472","Damiansville village, Illinois",70375,2020
"1718485","Dana village, Illinois",47500,2020
"1718498","Danforth village, Illinois",40278,2020
"1718537","Danvers village, Illinois",67813,2020
"1718563","Danville city, Illinois",37328,2020
"1718628","Darien city, Illinois",100771,2020
"1718641","Darmstadt CDP, Illinois",NA,2020
"1766638","St. Anne village, Illinois",60469,2020
"1766677","St. Augustine village, Illinois",44375,2020
"1766703","St. Charles city, Illinois",102414,2020
"1766768","St. David village, Illinois",45288,2020
"1766794","St. Elmo city, Illinois",43913,2020
"1766800","Ste. Marie village, Illinois",53000,2020
"1766833","St. Francisville city, Illinois",42917,2020
"1766859","St. Jacob village, Illinois",83750,2020
"1766924","St. Johns village, Illinois",37656,2020
"1766950","St. Joseph village, Illinois",93621,2020
"1766989","St. Libory village, Illinois",67431,2020
"1767132","St. Peter village, Illinois",50938,2020
"1767158","St. Rose village, Illinois",83281,2020
"1767236","Salem city, Illinois",48022,2020
"1767372","Sammons Point village, Illinois",54750,2020
"1767444","Sandoval village, Illinois",45476,2020
"1767548","Sandwich city, Illinois",70563,2020
"1767613","San Jose village, Illinois",57813,2020
"1767756","Sauget village, Illinois",53125,2020
"1767769","Sauk Village village, Illinois",46061,2020
"1767795","Saunemin village, Illinois",56250,2020
"1767821","Savanna city, Illinois",32067,2020
"1767860","Savoy village, Illinois",74189,2020
"1767873","Sawyerville village, Illinois",40556,2020
"1767912","Saybrook village, Illinois",50966,2020
"1767925","Scales Mound village, Illinois",57292,2020
"1768003","Schaumburg village, Illinois",82387,2020
"1768081","Schiller Park village, Illinois",58637,2020
"1768120","Schram City village, Illinois",42143,2020
"1768198","Sciota village, Illinois",98750,2020
"1768328","Scott AFB CDP, Illinois",71679,2020
"1768406","Scottville village, Illinois",48750,2020
"1768458","Seaton village, Illinois",59583,2020
"1768471","Seatonville village, Illinois",39405,2020
"1768510","Secor village, Illinois",54167,2020
"1768640","Seneca village, Illinois",74907,2020
"1768679","Serena CDP, Illinois",NA,2020
"1768705","Sesser city, Illinois",54375,2020
"1768809","Seymour CDP, Illinois",105893,2020
"1768822","Shabbona village, Illinois",66250,2020
"1768991","Shannon village, Illinois",52500,2020
"1769082","Shawneetown city, Illinois",25964,2020
"1769147","Sheffield village, Illinois",48854,2020
"1769186","Shelbyville city, Illinois",50485,2020
"1769212","Sheldon village, Illinois",36506,2020
"1769277","Sheridan village, Illinois",70925,2020
"1769342","Sherman village, Illinois",123232,2020
"1769368","Sherrard village, Illinois",63269,2020
"1769524","Shiloh village, Illinois",87076,2020
"1769563","Shipman town, Illinois",46944,2020
"1769628","Shirley CDP, Illinois",54583,2020
"1769758","Shorewood village, Illinois",106341,2020
"1769797","Shumway village, Illinois",59375,2020
"1769810","Sibley village, Illinois",49375,2020
"1769836","Sidell village, Illinois",52019,2020
"1769875","Sidney village, Illinois",76250,2020
"1718706","Davis village, Illinois",51000,2020
"1718719","Davis Junction village, Illinois",83906,2020
"1718745","Dawson village, Illinois",56964,2020
"1718771","Dayton CDP, Illinois",86125,2020
"1718823","Decatur city, Illinois",45404,2020
"1718940","Deer Creek village, Illinois",61406,2020
"1718992","Deerfield village, Illinois",162064,2020
"1719031","Deer Grove village, Illinois",56250,2020
"1719083","Deer Park village, Illinois",161422,2020
"1719161","DeKalb city, Illinois",44223,2020
"1719200","De Land village, Illinois",49167,2020
"1719226","Delavan city, Illinois",62500,2020
"1719499","De Pue village, Illinois",61553,2020
"1719616","De Soto village, Illinois",44744,2020
"1719642","Des Plaines city, Illinois",73639,2020
"1719681","Detroit village, Illinois",NA,2020
"1719746","Dewey CDP, Illinois",NA,2020
"1719798","De Witt village, Illinois",51875,2020
"1719837","Diamond village, Illinois",51019,2020
"1719915","Dieterich village, Illinois",61417,2020
"1720045","Divernon village, Illinois",64922,2020
"1720123","Dix village, Illinois",30000,2020
"1720149","Dixmoor village, Illinois",44757,2020
"1720162","Dixon city, Illinois",46479,2020
"1720292","Dolton village, Illinois",50237,2020
"1720305","Dongola village, Illinois",34073,2020
"1720318","Donnellson village, Illinois",NA,2020
"1720331","Donovan village, Illinois",37083,2020
"1720370","Dorchester village, Illinois",78750,2020
"1720526","Dover village, Illinois",36618,2020
"1720565","Dowell village, Illinois",36111,2020
"1720591","Downers Grove village, Illinois",97197,2020
"1720643","Downs village, Illinois",92288,2020
"1720890","Du Bois village, Illinois",52188,2020
"1721020","Dundas CDP, Illinois",98056,2020
"1721098","Dunfermline village, Illinois",51250,2020
"1721176","Dunlap village, Illinois",99018,2020
"1721254","Dupo village, Illinois",40049,2020
"1721267","Du Quoin city, Illinois",41756,2020
"1721280","Durand village, Illinois",51375,2020
"1721358","Dwight village, Illinois",56543,2020
"1721410","Eagarville village, Illinois",50938,2020
"1721475","Eagle Lake CDP, Illinois",NA,2020
"1721540","Earlville city, Illinois",52768,2020
"1721553","East Alton village, Illinois",52773,2020
"1721579","East Brooklyn village, Illinois",91250,2020
"1721605","East Cape Girardeau village, Illinois",37875,2020
"1721618","East Carondelet village, Illinois",50208,2020
"1721683","East Dubuque city, Illinois",52500,2020
"1721696","East Dundee village, Illinois",73199,2020
"1721826","East Galesburg village, Illinois",57708,2020
"1721852","East Gillespie village, Illinois",64167,2020
"1721904","East Hazel Crest village, Illinois",50583,2020
"1722021","East Lynn CDP, Illinois",200771,2020
"1722073","East Moline city, Illinois",51388,2020
"1722151","Easton village, Illinois",54250,2020
"1769914","Sigel town, Illinois",85417,2020
"1769979","Silvis city, Illinois",56768,2020
"1770005","Simpson village, Illinois",49375,2020
"1770031","Sims village, Illinois",45893,2020
"1770122","Skokie village, Illinois",74725,2020
"1770161","Sleepy Hollow village, Illinois",122121,2020
"1770213","Smithboro village, Illinois",45625,2020
"1770226","Smithfield village, Illinois",43750,2020
"1770252","Smithton village, Illinois",88879,2020
"1770278","Smithville CDP, Illinois",NA,2020
"1770356","Solon Mills CDP, Illinois",NA,2020
"1770460","Somonauk village, Illinois",71375,2020
"1770525","Sorento village, Illinois",33750,2020
"1770564","South Barrington village, Illinois",183750,2020
"1770590","South Beloit city, Illinois",59470,2020
"1770629","South Chicago Heights village, Illinois",45321,2020
"1770720","South Elgin village, Illinois",99189,2020
"1770759","Southern View village, Illinois",46486,2020
"1770850","South Holland village, Illinois",66859,2020
"1770889","South Jacksonville village, Illinois",53580,2020
"1771175","South Pekin village, Illinois",58490,2020
"1771240","South Roxana village, Illinois",41769,2020
"1771370","South Wilmington village, Illinois",75156,2020
"1771422","Sparland village, Illinois",38750,2020
"1771448","Sparta city, Illinois",52324,2020
"1771474","Spaulding village, Illinois",106250,2020
"1771526","Spillertown village, Illinois",59375,2020
"1771604","Spring Bay village, Illinois",38571,2020
"1771643","Springerton village, Illinois",61250,2020
"1772000","Springfield city, Illinois",54164,2020
"1772052","Spring Grove village, Illinois",129191,2020
"1772156","Spring Valley city, Illinois",50549,2020
"1772221","Standard village, Illinois",41042,2020
"1772234","Standard City village, Illinois",75938,2020
"1772260","Stanford village, Illinois",63333,2020
"1772403","Staunton city, Illinois",52725,2020
"1772468","Steeleville village, Illinois",53750,2020
"1772520","Steger village, Illinois",49492,2020
"1772546","Sterling city, Illinois",46491,2020
"1772624","Steward village, Illinois",81875,2020
"1772650","Stewardson village, Illinois",65282,2020
"1772676","Stickney village, Illinois",67246,2020
"1772702","Stillman Valley village, Illinois",68958,2020
"1772780","Stockton village, Illinois",43295,2020
"1772884","Stonefort village, Illinois",35909,2020
"1772923","Stone Park village, Illinois",63710,2020
"1772949","Stonington village, Illinois",56094,2020
"1773027","Stoy village, Illinois",75208,2020
"1773040","Strasburg village, Illinois",61964,2020
"1773131","Strawn village, Illinois",58750,2020
"1773157","Streamwood village, Illinois",88917,2020
"1773170","Streator city, Illinois",40778,2020
"1773261","Stronghurst village, Illinois",51979,2020
"1773287","Sublette village, Illinois",55313,2020
"1773391","Sugar Grove village, Illinois",110607,2020
"1773495","Sullivan city, Illinois",56351,2020
"1722164","East Peoria city, Illinois",65164,2020
"1722255","East St. Louis city, Illinois",24009,2020
"1722398","Eddyville village, Illinois",NA,2020
"1722567","Edgewood village, Illinois",44000,2020
"1722619","Edgington CDP, Illinois",119722,2020
"1722645","Edinburg village, Illinois",61042,2020
"1722697","Edwardsville city, Illinois",75271,2020
"1722736","Effingham city, Illinois",52551,2020
"1722931","Elburn village, Illinois",95717,2020
"1722957","El Dara village, Illinois",114250,2020
"1723009","Eldorado city, Illinois",37528,2020
"1723022","Eldred village, Illinois",41875,2020
"1723074","Elgin city, Illinois",72999,2020
"1723139","Eliza CDP, Illinois",NA,2020
"1723165","Elizabeth village, Illinois",36250,2020
"1723191","Elizabethtown village, Illinois",17143,2020
"1723256","Elk Grove Village village, Illinois",85240,2020
"1723269","Elkhart village, Illinois",69219,2020
"1723373","Elkville village, Illinois",40063,2020
"1723425","Elliott village, Illinois",46667,2020
"1723503","Ellis Grove village, Illinois",53750,2020
"1723529","Ellisville village, Illinois",41250,2020
"1723555","Ellsworth village, Illinois",43750,2020
"1723620","Elmhurst city, Illinois",123869,2020
"1723698","Elmwood city, Illinois",75152,2020
"1723724","Elmwood Park village, Illinois",63312,2020
"1723737","El Paso city, Illinois",61442,2020
"1723776","Elsah village, Illinois",97500,2020
"1723841","Elvaston village, Illinois",25938,2020
"1723919","Elwin CDP, Illinois",45833,2020
"1723945","Elwood village, Illinois",81250,2020
"1723971","Emden village, Illinois",55000,2020
"1724062","Emington village, Illinois",51563,2020
"1724166","Energy village, Illinois",50326,2020
"1724179","Enfield village, Illinois",40469,2020
"1724348","Equality village, Illinois",41563,2020
"1724374","Erie village, Illinois",85750,2020
"1724452","Essex village, Illinois",81458,2020
"1724543","Eureka city, Illinois",46579,2020
"1724582","Evanston city, Illinois",82335,2020
"1724608","Evansville village, Illinois",52308,2020
"1724634","Evergreen Park village, Illinois",79396,2020
"1724673","Ewing village, Illinois",61250,2020
"1724699","Exeter village, Illinois",48750,2020
"1724764","Fairbury city, Illinois",57563,2020
"1724816","Fairfield city, Illinois",42386,2020
"1724920","Fairmont CDP, Illinois",52917,2020
"1724933","Fairmont City village, Illinois",37775,2020
"1724985","Fairmount village, Illinois",51818,2020
"1725063","Fairview village, Illinois",57292,2020
"1725141","Fairview Heights city, Illinois",68505,2020
"1725245","Fall Creek CDP, Illinois",NA,2020
"1725375","Farina village, Illinois",35313,2020
"1725414","Farmer City city, Illinois",66591,2020
"1725440","Farmersville village, Illinois",56875,2020
"1725531","Farmington city, Illinois",51335,2020
"1725713","Fayetteville village, Illinois",58214,2020
"1773547","Summerfield village, Illinois",39375,2020
"1773638","Summit village, Illinois",46972,2020
"1773703","Sumner city, Illinois",36298,2020
"1773872","Sunnyland CDP, Illinois",63500,2020
"1773943","Sun River Terrace village, Illinois",46346,2020
"1774119","Swansea village, Illinois",81625,2020
"1774145","Swedona CDP, Illinois",72344,2020
"1774223","Sycamore city, Illinois",65924,2020
"1774275","Symerton village, Illinois",71250,2020
"1774301","Table Grove village, Illinois",49583,2020
"1774379","Tallula village, Illinois",51806,2020
"1774444","Tamaroa village, Illinois",43125,2020
"1774457","Tamms village, Illinois",45227,2020
"1774470","Tampico village, Illinois",53594,2020
"1774548","Taylor Ridge CDP, Illinois",60167,2020
"1774561","Taylor Springs village, Illinois",37981,2020
"1774574","Taylorville city, Illinois",41397,2020
"1774665","Tennessee village, Illinois",36667,2020
"1774743","Teutopolis village, Illinois",72404,2020
"1774847","Thawville village, Illinois",36250,2020
"1774860","Thayer village, Illinois",51806,2020
"1774873","Thebes village, Illinois",38929,2020
"1774970","The Galena Territory CDP, Illinois",103065,2020
"1775081","Third Lake village, Illinois",135021,2020
"1775107","Thomasboro village, Illinois",55795,2020
"1775159","Thompsonville village, Illinois",35833,2020
"1775172","Thomson village, Illinois",51071,2020
"1775185","Thornton village, Illinois",66447,2020
"1775263","Tilden village, Illinois",38365,2020
"1775276","Tilton village, Illinois",44804,2020
"1775360","Timberlane village, Illinois",170875,2020
"1775419","Time village, Illinois",38750,2020
"1775484","Tinley Park village, Illinois",82163,2020
"1775549","Tiskilwa village, Illinois",41071,2020
"1775601","Toledo village, Illinois",51364,2020
"1775614","Tolono village, Illinois",62788,2020
"1775653","Toluca city, Illinois",57188,2020
"1775718","Tonica village, Illinois",52206,2020
"1775757","Topeka village, Illinois",39500,2020
"1775783","Toulon city, Illinois",39509,2020
"1775809","Tovey village, Illinois",90246,2020
"1775822","Towanda village, Illinois",59250,2020
"1775848","Tower Hill village, Illinois",55588,2020
"1775874","Tower Lakes village, Illinois",143250,2020
"1775965","Tremont village, Illinois",64000,2020
"1775991","Trenton city, Illinois",54138,2020
"1776017","Trilla CDP, Illinois",53661,2020
"1776082","Triumph CDP, Illinois",NA,2020
"1776108","Trivoli CDP, Illinois",71648,2020
"1776160","Trout Valley village, Illinois",190231,2020
"1776199","Troy city, Illinois",76672,2020
"1776225","Troy Grove village, Illinois",73333,2020
"1776407","Tuscola city, Illinois",65827,2020
"1776511","Twin Grove CDP, Illinois",109191,2020
"1776615","Ullin village, Illinois",60208,2020
"1776706","Union village, Illinois",95655,2020
"1776771","Union Hill village, Illinois",64688,2020
"1725895","Ferris village, Illinois",43750,2020
"1725960","Fidelity village, Illinois",28125,2020
"1726012","Fieldon village, Illinois",38750,2020
"1726077","Fillmore village, Illinois",48125,2020
"1726116","Findlay village, Illinois",49432,2020
"1726194","Fisher village, Illinois",71136,2020
"1726233","Fithian village, Illinois",60313,2020
"1726311","Flanagan village, Illinois",62841,2020
"1726350","Flat Rock village, Illinois",41071,2020
"1726454","Flora city, Illinois",49722,2020
"1726467","Floraville CDP, Illinois",NA,2020
"1726480","Florence village, Illinois",35208,2020
"1726571","Flossmoor village, Illinois",107271,2020
"1726662","Foosland village, Illinois",50833,2020
"1726710","Ford Heights village, Illinois",37083,2020
"1726753","Forest City village, Illinois",47083,2020
"1726896","Forest Lake CDP, Illinois",87232,2020
"1726935","Forest Park village, Illinois",70670,2020
"1726987","Forest View village, Illinois",97321,2020
"1727026","Forrest village, Illinois",61058,2020
"1727065","Forreston village, Illinois",57668,2020
"1727091","Forsyth village, Illinois",95865,2020
"1727377","Fowler CDP, Illinois",NA,2020
"1727442","Fox Lake village, Illinois",62615,2020
"1727455","Fox Lake Hills CDP, Illinois",82548,2020
"1727533","Fox River Grove village, Illinois",116442,2020
"1727624","Frankfort village, Illinois",140731,2020
"1727644","Frankfort Square CDP, Illinois",113170,2020
"1727663","Franklin village, Illinois",67500,2020
"1727689","Franklin Grove village, Illinois",46080,2020
"1727702","Franklin Park village, Illinois",67755,2020
"1727728","Franklinville CDP, Illinois",NA,2020
"1727806","Freeburg village, Illinois",64702,2020
"1727858","Freeman Spur village, Illinois",37750,2020
"1727884","Freeport city, Illinois",39787,2020
"1728144","Fulton city, Illinois",49375,2020
"1728170","Fults village, Illinois",76875,2020
"1728248","Gages Lake CDP, Illinois",93837,2020
"1728261","Galatia village, Illinois",48828,2020
"1728300","Galena city, Illinois",57558,2020
"1728326","Galesburg city, Illinois",37322,2020
"1728404","Galt CDP, Illinois",58207,2020
"1728430","Galva city, Illinois",44191,2020
"1728612","Garden Prairie CDP, Illinois",32039,2020
"1728638","Gardner village, Illinois",67441,2020
"1728742","Garrett village, Illinois",46667,2020
"1728807","Gays village, Illinois",62500,2020
"1728846","Geneseo city, Illinois",56211,2020
"1728872","Geneva city, Illinois",116083,2020
"1728898","Genoa city, Illinois",72795,2020
"1728950","Georgetown CDP, Illinois",60060,2020
"1728963","Georgetown city, Illinois",49708,2020
"1729041","Germantown village, Illinois",61364,2020
"1729080","Germantown Hills village, Illinois",120057,2020
"1729093","German Valley village, Illinois",61250,2020
"1729125","Gibson City city, Illinois",44544,2020
"1776935","University Park village, Illinois",62258,2020
"1777005","Urbana city, Illinois",35984,2020
"1777044","Ursa village, Illinois",46719,2020
"1777148","Valier village, Illinois",36500,2020
"1777187","Valley City village, Illinois",NA,2020
"1777265","Valmeyer village, Illinois",82083,2020
"1777317","Vandalia city, Illinois",35862,2020
"1777395","Varna village, Illinois",57222,2020
"1777408","Venedy village, Illinois",55893,2020
"1777460","Venetian Village CDP, Illinois",82631,2020
"1777473","Venice city, Illinois",28681,2020
"1777525","Vergennes village, Illinois",41875,2020
"1777551","Vermilion village, Illinois",60156,2020
"1777642","Vermont village, Illinois",42083,2020
"1777681","Vernon village, Illinois",41563,2020
"1777694","Vernon Hills village, Illinois",100725,2020
"1777707","Verona village, Illinois",42188,2020
"1777720","Versailles village, Illinois",49375,2020
"1777811","Victoria village, Illinois",40250,2020
"1777863","Vienna city, Illinois",30809,2020
"1777941","Villa Grove city, Illinois",53971,2020
"1777993","Villa Park village, Illinois",79314,2020
"1778123","Viola village, Illinois",62045,2020
"1778149","Virden city, Illinois",61726,2020
"1778175","Virgil village, Illinois",83333,2020
